Formula,Band Gap,Is Gap Direct,B1_radius,B2_radius,A_electroneg,B1_row,B2_row,X_row,B2_ionic_radius,B1_electrons,B_electroneg_diff,B_radius_diff,tolerance_factor,X_is_Cl,X_is_Br,X_is_I,X_is_F,B1_B2_ionic_radius_diff,B2_X_ionic_radius_ratio,B1_X_electroneg_diff,B2_X_electroneg_diff,B1_B2_valence_electrons_diff,A_ionic_radius,cell_volume,A_radius_ratio_in_cell,B1_X_bond_length,B2_X_bond_length,B1_B2_charge_density_ratio,X_space_occupancy,X_electron_affinity,B_electroneg_avg
Cs2AgBiCl6,1.8663,False,1.6,1.6,0.79,5,6.0,3,1.03,47.0,0.09,0.0,0.899732422,1,0,0,0,0.12,0.569060773,1.23,1.14,36,1.67,195.112,0.575862069,2.96,2.84,0.298550725,0.763821016,3.61272,1.975
Cs2NaCeCl6,0.3601,False,1.8,1.85,0.79,3,6.0,3,1.01,11.0,0.19,0.05,0.923619123,1,0,0,0,0.01,0.55801105,2.23,2.04,47,1.67,180.362125,0.591150442,2.83,2.82,0.330065359,0.826285708,3.61272,1.025
Cs2KSmCl6,5.0573,True,2.2,1.85,0.79,4,6.0,3,0.958,19.0,0.35,0.35,0.875872448,1,0,0,0,0.422,0.529281768,2.34,1.99,43,1.67,211.4956779,0.560590802,3.19,2.768,0.231400966,0.704651024,3.61272,0.995
Cs2NaLaCl6,4.6183,True,1.8,1.95,0.79,3,6.0,3,1.032,11.0,0.17,0.15,0.920036679,1,0,0,0,0.012,0.570165746,2.23,2.06,46,1.67,182.4772244,0.588857546,2.83,2.842,0.337254902,0.816708203,3.61272,1.015
Cs2NaBiCl6,3.7126,False,1.8,1.6,0.79,3,6.0,3,1.03,11.0,1.09,0.2,0.920361207,1,0,0,0,0.01,0.569060773,2.23,1.14,72,1.67,182.284263,0.589065256,2.83,2.84,0.336601307,0.81757275,3.61272,1.475
Cs2InAgCl6,1.3421,True,1.6,1.55,0.79,5,5.0,3,0.8,47.0,0.15,0.05,0.936884748,1,0,0,0,0.35,0.44198895,1.23,1.38,2,1.67,172.808693,0.599640934,2.96,2.61,0.231884058,0.862402484,3.61272,1.855
Cs2NaDyCl6,4.9885,True,1.8,1.75,0.79,3,6.0,3,0.912,11.0,0.29,0.05,0.939922198,1,0,0,0,0.108,0.503867403,2.23,1.94,55,1.67,171.1387566,0.601585014,2.83,2.722,0.298039216,0.870817628,3.61272,1.075
Cs2LiMoCl6,1.5978,True,1.45,1.45,0.79,2,5.0,3,0.69,3.0,1.18,0.0,1.029279693,1,0,0,0,0.07,0.38121547,2.18,1.0,39,1.67,130.323843,0.65877712,2.57,2.5,0.302631579,1.143540911,3.61272,1.57
Cs2NaScCl6,3.8894,False,1.8,1.6,0.79,3,4.0,3,0.745,11.0,0.43,0.2,0.969071132,1,0,0,0,0.275,0.41160221,2.23,1.8,10,1.67,156.1554416,0.620241411,2.83,2.555,0.243464052,0.954373697,3.61272,1.145
Cs2NaMoCl6,1.6371,True,1.8,1.45,0.79,3,5.0,3,0.69,11.0,1.23,0.35,0.979070928,1,0,0,0,0.33,0.38121547,2.23,1.0,31,1.67,151.419437,0.626641651,2.83,2.5,0.225490196,0.984224014,3.61272,1.545
Cs2LiSbCl6,2.9508,False,1.45,1.45,0.79,2,5.0,3,0.76,3.0,1.07,0.0,1.015262266,1,0,0,0,0.0,0.419889503,2.18,1.11,48,1.67,135.796744,0.649805447,2.57,2.57,0.333333333,1.097453751,3.61272,1.515
Cs2LiErCl6,5.1941,True,1.45,1.75,0.79,2,6.0,3,0.89,3.0,0.26,0.3,0.990217845,1,0,0,0,0.13,0.491712707,2.18,1.92,65,1.67,146.363183,0.633776091,2.57,2.7,0.390350877,1.01822496,3.61272,1.11
Cs2TmCuCl6,2.4365,False,1.35,1.75,0.79,4,6.0,3,0.88,29.0,0.65,0.4,0.990217845,1,0,0,0,0.11,0.486187845,1.26,1.91,40,1.67,146.363183,0.633776091,2.58,2.69,0.380952381,1.01822496,3.61272,1.575
Cs2SmCuCl6,2.57,False,1.35,1.85,0.79,4,6.0,3,0.958,29.0,0.73,0.5,0.975775625,1,0,0,0,0.188,0.529281768,1.26,1.99,33,1.67,152.9587042,0.624532536,2.58,2.768,0.414718615,0.974319486,3.61272,1.535
Cs2CuSbCl6,0.898,False,1.35,1.45,0.79,4,5.0,3,0.76,29.0,0.15,0.1,1.013290883,1,0,0,0,0.01,0.419889503,1.26,1.11,22,1.67,136.590875,0.648543689,2.58,2.57,0.329004329,1.091073222,3.61272,1.975
Cs2PrCuCl6,2.3465,False,1.35,1.85,0.79,4,6.0,3,0.99,29.0,0.77,0.5,0.969971756,1,0,0,0,0.22,0.546961326,1.26,2.03,30,1.67,155.720872,0.620817844,2.58,2.8,0.428571429,0.957037064,3.61272,1.515
Cs2CuBiCl6,1.1184,False,1.35,1.6,0.79,4,6.0,3,1.03,29.0,0.12,0.25,0.962813292,1,0,0,0,0.26,0.569060773,1.26,1.14,54,1.67,159.220088,0.616236162,2.58,2.84,0.445887446,0.936004043,3.61272,1.96
Cs2RbTmCl6,5.0734,True,2.35,1.75,0.79,5,6.0,3,0.88,37.0,0.43,0.6,0.866851835,1,0,0,0,0.64,0.486187845,2.34,1.91,32,1.67,218.167208,0.554817276,3.33,2.69,0.192982456,0.683102871,3.61272,1.035
Cs2NaPrCl6,4.9676,True,1.8,1.85,0.79,3,6.0,3,0.99,11.0,0.2,0.05,0.926900186,1,0,0,0,0.03,0.546961326,2.23,2.03,48,1.67,178.453547,0.593250444,2.83,2.8,0.323529412,0.835122914,3.61272,1.03
Cs2NaNdCl6,4.9943,True,1.8,1.85,0.79,3,6.0,3,0.983,11.0,0.21,0.05,0.928054072,1,0,0,0,0.037,0.543093923,2.23,2.02,49,1.67,177.7887394,0.593988974,2.83,2.793,0.32124183,0.838245699,3.61272,1.035
Cs2NaLuCl6,5.494,True,1.8,1.75,0.79,3,6.0,3,0.861,11.0,0.34,0.05,0.948636256,1,0,0,0,0.159,0.475690608,2.23,1.89,60,1.67,166.4657665,0.607162334,2.83,2.671,0.281372549,0.895263028,3.61272,1.1
Cs2LiPrCl6,4.7971,True,1.45,1.85,0.79,2,6.0,3,0.99,3.0,0.15,0.4,0.971778034,1,0,0,0,0.23,0.546961326,2.18,2.03,56,1.67,154.854153,0.621973929,2.57,2.8,0.434210526,0.962393602,3.61272,1.055
Cs2LiNdCl6,4.8227,True,1.45,1.85,0.79,2,6.0,3,0.983,3.0,0.16,0.4,0.973046438,1,0,0,0,0.223,0.543093923,2.18,2.02,57,1.67,154.2493671,0.622785754,2.57,2.793,0.431140351,0.966166986,3.61272,1.06
Cs2LiBiCl6,3.6075,False,1.45,1.6,0.79,2,6.0,3,1.03,3.0,1.04,0.15,0.964592984,1,0,0,0,0.27,0.569060773,2.18,1.14,80,1.67,158.340421,0.617375231,2.57,2.84,0.451754386,0.941204054,3.61272,1.5
Cs2KSbCl6,3.393,True,2.2,1.45,0.79,4,5.0,3,0.76,19.0,1.23,0.75,0.905980563,1,0,0,0,0.62,0.419889503,2.34,1.11,32,1.67,191.102976,0.579861111,3.19,2.57,0.183574879,0.779844716,3.61272,1.435
Cs2KMoCl6,1.666,True,2.2,1.45,0.79,4,5.0,3,0.69,19.0,1.34,0.75,0.917126194,1,0,0,0,0.69,0.38121547,2.34,1.0,23,1.67,184.220009,0.586994728,3.19,2.5,0.166666667,0.808981863,3.61272,1.49
Cs2KBiCl6,4.0357,True,2.2,1.6,0.79,4,6.0,3,1.03,19.0,1.2,0.6,0.86541427,1,0,0,0,0.35,0.569060773,2.34,1.14,64,1.67,219.256227,0.553897181,3.19,2.84,0.248792271,0.679709982,3.61272,1.42
Cs2ScTlCl6,3.5792,True,1.9,1.6,0.79,6,4.0,3,0.745,81.0,0.26,0.3,0.889760963,1,0,0,0,0.755,0.41160221,1.54,1.8,60,1.67,201.7455896,0.569479966,3.31,2.555,0.165555556,0.738705844,3.61272,1.49
Cs2TlGaCl6,2.6597,False,1.9,1.3,0.79,6,4.0,3,0.62,81.0,0.19,0.6,0.90913729,1,0,0,0,0.88,0.342541436,1.54,1.35,50,1.67,189.119224,0.581881533,3.31,2.43,0.137777778,0.788024839,3.61272,1.715
Cs2TlSbCl6,2.0043,True,1.9,1.45,0.79,6,5.0,3,0.76,81.0,0.43,0.45,0.887491164,1,0,0,0,0.74,0.419889503,1.54,1.11,30,1.67,203.297472,0.568027211,3.31,2.57,0.168888889,0.733066893,3.61272,1.835
Cs2RbTlCl6,2.4689,True,2.35,1.9,0.79,5,6.0,3,1.5,37.0,0.8,0.45,0.78591085,1,0,0,0,0.02,0.828729282,2.34,1.54,44,1.67,292.754944,0.503012048,3.33,3.31,0.328947368,0.509062782,3.61272,1.22
Cs2RbAsCl6,3.4685,True,2.35,1.15,0.79,5,4.0,3,0.58,37.0,1.36,1.2,0.912316092,1,0,0,0,0.94,0.320441989,2.34,0.98,4,1.67,187.149248,0.583916084,3.33,2.39,0.127192982,0.79631977,3.61272,1.5
Cs2YTlCl6,4.3248,True,1.9,1.8,0.79,6,5.0,3,0.9,81.0,0.4,0.1,0.866851835,1,0,0,0,0.6,0.497237569,1.54,1.94,42,1.67,218.167208,0.554817276,3.31,2.71,0.2,0.683102871,3.61272,1.42
Cs2TlBiCl6,2.2018,True,1.9,1.6,0.79,6,6.0,3,1.03,81.0,0.4,0.3,0.848528137,1,0,0,0,0.47,0.569060773,1.54,1.14,2,1.67,232.608375,0.543089431,3.31,2.84,0.228888889,0.64069338,3.61272,1.82
Cs2RbYCl6,4.9337,True,2.35,1.8,0.79,5,5.0,3,0.9,37.0,0.4,0.55,0.863981464,1,0,0,0,0.62,0.497237569,2.34,1.94,2,1.67,220.348864,0.552980132,3.33,2.71,0.197368421,0.676339525,3.61272,1.02
Cs2RbTbCl6,4.9233,True,2.35,1.75,0.79,5,6.0,3,0.923,37.0,0.28,0.6,0.860703949,1,0,0,0,0.597,0.509944751,2.34,2.06,28,1.67,222.875692,0.550882401,3.33,2.733,0.202412281,0.668671602,3.61272,0.96
Cs2RbSmCl6,4.8937,True,2.35,1.85,0.79,5,6.0,3,0.958,37.0,0.35,0.5,0.855763864,1,0,0,0,0.562,0.529281768,2.34,1.99,25,1.67,226.7578132,0.547720564,3.33,2.768,0.210087719,0.657223864,3.61272,0.995
Cs2RbScCl6,4.0707,False,2.35,1.6,0.79,5,4.0,3,0.745,37.0,0.54,0.75,0.886737136,1,0,0,0,0.775,0.41160221,2.34,1.8,16,1.67,203.8165291,0.567544605,3.33,2.555,0.163377193,0.7312,3.61272,1.09
Cs2RbSbCl6,3.4707,True,2.35,1.45,0.79,5,5.0,3,0.76,37.0,1.23,0.9,0.88448272,1,0,0,0,0.76,0.419889503,2.34,1.11,14,1.67,205.379,0.566101695,3.33,2.57,0.166666667,0.725637218,3.61272,1.435
Cs2RbNdCl6,4.8574,True,2.35,1.85,0.79,5,6.0,3,0.983,37.0,0.32,0.5,0.85226981,1,0,0,0,0.537,0.543093923,2.34,2.02,23,1.67,229.5581829,0.54548424,3.33,2.793,0.215570175,0.64920642,3.61272,0.98
Cs2RbPrCl6,4.8296,True,2.35,1.85,0.79,5,6.0,3,0.99,37.0,0.31,0.5,0.851296582,1,0,0,0,0.53,0.546961326,2.34,2.03,22,1.67,230.346397,0.544861338,3.33,2.8,0.217105263,0.646984924,3.61272,0.975
Cs2RbInCl6,3.6668,True,2.35,1.55,0.79,5,5.0,3,0.8,37.0,0.96,0.8,0.878526607,1,0,0,0,0.72,0.44198895,2.34,1.38,12,1.67,209.584584,0.562289562,3.33,2.61,0.175438596,0.711076374,3.61272,1.3
Cs2RbLaCl6,4.4364,True,2.35,1.95,0.79,5,6.0,3,1.032,37.0,0.28,0.4,0.845503572,1,0,0,0,0.488,0.570165746,2.34,2.06,20,1.67,235.1136004,0.541153597,3.33,2.842,0.226315789,0.633866547,3.61272,0.96
Cs2RbErCl6,5.067,True,2.35,1.75,0.79,5,6.0,3,0.89,37.0,0.42,0.6,0.86541427,1,0,0,0,0.63,0.491712707,2.34,1.92,31,1.67,219.256227,0.553897181,3.33,2.7,0.195175439,0.679709982,3.61272,1.03
Cs2RbBiCl6,4.1316,True,2.35,1.6,0.79,5,6.0,3,1.03,37.0,1.2,0.75,0.845777641,1,0,0,0,0.49,0.569060773,2.34,1.14,46,1.67,234.885113,0.541329011,3.33,2.84,0.225877193,0.634483149,3.61272,1.42
Cs2RbDyCl6,5.0592,True,2.35,1.75,0.79,5,6.0,3,0.912,37.0,0.4,0.6,0.862268349,1,0,0,0,0.608,0.503867403,2.34,1.94,29,1.67,221.6648126,0.551883675,3.33,2.722,0.2,0.672324328,3.61272,1.02
Cs2YAgCl6,3.8705,False,1.6,1.8,0.79,5,5.0,3,0.9,47.0,0.71,0.2,0.920361207,1,0,0,0,0.25,0.497237569,1.23,1.94,8,1.67,182.284263,0.589065256,2.96,2.71,0.260869565,0.81757275,3.61272,1.575
Cs2TlInCl6,2.7015,False,1.9,1.55,0.79,6,5.0,3,0.8,81.0,0.16,0.35,0.881494602,1,0,0,0,0.7,0.44198895,1.54,1.38,32,1.67,207.474688,0.564189189,3.31,2.61,0.177777778,0.718307604,3.61272,1.7
Cs2TlAsCl6,2.0627,True,1.9,1.15,0.79,6,4.0,3,0.58,81.0,0.56,0.75,0.915517201,1,0,0,0,0.92,0.320441989,1.54,0.98,48,1.67,185.193,0.585964912,3.31,2.39,0.128888889,0.804731529,3.61272,1.9
Cs2AlTlCl6,3.9209,False,1.9,1.25,0.79,6,3.0,3,0.535,81.0,0.01,0.65,0.922802484,1,0,0,0,0.965,0.29558011,1.54,1.55,68,1.67,180.8413864,0.590627763,3.31,2.345,0.118888889,0.824095906,3.61272,1.615
Cs2RbLuCl6,5.0606,False,2.35,1.75,0.79,5,6.0,3,0.861,37.0,0.45,0.6,0.869596408,1,0,0,0,0.659,0.475690608,2.34,1.89,34,1.67,216.108018,0.556573904,3.33,2.671,0.188815789,0.689611832,3.61272,1.045
Cs2RbGdCl6,3.2357,True,2.35,1.8,0.79,5,6.0,3,0.938,37.0,0.38,0.55,0.858579803,1,0,0,0,0.582,0.518232044,2.34,1.96,27,1.67,224.5339866,0.549522869,3.33,2.748,0.205701754,0.663733132,3.61272,1.01
Cs2RbGaCl6,3.4534,True,2.35,1.3,0.79,5,4.0,3,0.62,37.0,0.99,1.05,0.905980563,1,0,0,0,0.9,0.342541436,2.34,1.35,6,1.67,191.102976,0.579861111,3.33,2.43,0.135964912,0.779844716,3.61272,1.315
Cs2RbEuCl6,0.0,False,2.35,1.85,0.79,5,6.0,3,0.947,37.0,0.38,0.5,0.857310341,1,0,0,0,0.573,0.52320442,2.34,1.96,26,1.67,225.5329005,0.548710366,3.33,2.757,0.207675439,0.660793373,3.61272,1.01
Cs2RbCeCl6,4.1198,False,2.35,1.85,0.79,5,6.0,3,1.01,37.0,0.3,0.5,0.848528137,1,0,0,0,0.51,0.55801105,2.34,2.04,21,1.67,232.608375,0.543089431,3.33,2.82,0.221491228,0.64069338,3.61272,0.97
Cs2RbAuCl6,0.1911,False,2.35,1.35,0.79,5,6.0,3,0.85,37.0,1.72,1.0,0.87119333,1,0,0,0,0.67,0.46961326,2.34,0.62,42,1.67,214.921799,0.557595993,3.33,2.66,0.186403509,0.69341801,3.61272,1.68
Cs2RbAlCl6,4.6551,True,2.35,1.25,0.79,5,3.0,3,0.535,37.0,0.79,1.1,0.919550316,1,0,0,0,0.985,0.29558011,2.34,1.55,24,1.67,182.7669219,0.588546256,3.33,2.345,0.117324561,0.815413668,3.61272,1.215
Cs2NaTlCl6,1.9178,True,1.8,1.9,0.79,3,6.0,3,1.5,11.0,0.69,0.1,0.849910105,1,0,0,0,0.48,0.828729282,2.23,1.54,70,1.67,231.475544,0.543973941,2.83,3.31,0.490196078,0.643828905,3.61272,1.275
Cs2NaTmCl6,5.4487,True,1.8,1.75,0.79,3,6.0,3,0.88,11.0,0.32,0.05,0.945371023,1,0,0,0,0.14,0.486187845,2.23,1.91,58,1.67,168.196608,0.605072464,2.83,2.69,0.287581699,0.886050247,3.61272,1.09
Cs2InCuCl6,0.0,False,1.35,1.55,0.79,4,5.0,3,0.8,29.0,0.12,0.2,1.005481319,1,0,0,0,0.03,0.44198895,1.26,1.38,20,1.67,139.798359,0.643545279,2.58,2.61,0.346320346,1.066040025,3.61272,1.84
Cs2CuAsCl6,0.8647,False,1.35,1.15,0.79,4,4.0,3,0.58,29.0,0.28,0.2,1.049989546,1,0,0,0,0.19,0.320441989,1.26,0.98,4,1.67,122.763473,0.672032193,2.58,2.39,0.251082251,1.213965705,3.61272,2.04
Cs2AlHgCl6,0.0,False,1.5,1.25,0.79,6,3.0,3,0.535,80.0,0.39,0.25,0.993044347,1,0,0,0,0.565,0.29558011,1.16,1.55,67,1.67,145.1169564,0.635585157,2.91,2.345,0.162121212,1.02696921,3.61272,1.805
Cs2AsAuCl6,0.3048,False,1.35,1.15,0.79,6,4.0,3,0.58,79.0,0.36,0.2,1.033356049,1,0,0,0,0.27,0.320441989,0.62,0.98,46,1.67,128.787625,0.661386139,2.66,2.39,0.22745098,1.157181415,3.61272,2.36
Cs2InAuCl6,0.0,False,1.55,1.35,0.79,6,0.85,3,79.0,0.8,0.76,0.2,0.990217845,1,0,0,0,0.05,0.62,0.44198895,2.66,30,1.67,146.363183,0.633776091,1.38,2.61,0.31372549,1.01822496,3.61272,2.16
Cs2ScAgCl6,3.3916,False,1.6,1.6,0.79,5,4.0,3,0.745,47.0,0.57,0.0,0.946228113,1,0,0,0,0.405,0.41160221,1.23,1.8,26,1.67,167.7399659,0.605621034,2.96,2.555,0.215942029,0.888462361,3.61272,1.645
Cs2LiGdCl6,2.782,True,1.45,1.8,0.79,2,6.0,3,0.938,3.0,0.22,0.35,0.981280189,1,0,0,0,0.178,0.518232044,2.18,1.96,61,1.67,150.3990174,0.62805566,2.57,2.748,0.411403509,0.990901727,3.61272,1.09
Cs2KAsCl6,3.4599,True,2.2,1.15,0.79,4,4.0,3,0.58,19.0,1.36,1.05,0.935205743,1,0,0,0,0.8,0.320441989,2.34,0.98,14,1.67,173.741112,0.598566308,3.19,2.39,0.140096618,0.857774216,3.61272,1.5
Cs2KAuCl6,0.2103,False,2.2,1.35,0.79,4,6.0,3,0.85,19.0,1.72,0.85,0.892042401,1,0,0,0,0.53,0.46961326,2.34,0.62,60,1.67,200.201625,0.570940171,3.19,2.66,0.20531401,0.744402779,3.61272,1.68
Cs2YInCl6,3.496,True,1.55,1.8,0.79,5,5.0,3,0.9,49.0,0.56,0.25,0.980911287,1,0,0,0,0.1,0.497237569,1.38,1.94,10,1.67,150.568768,0.627819549,2.61,2.71,0.375,0.989784589,3.61272,1.5
Cs2GdAuCl6,1.5111,False,1.35,1.8,0.79,6,6.0,3,0.938,79.0,1.34,0.45,0.964949712,1,0,0,0,0.088,0.518232044,0.62,1.96,15,1.67,158.1648773,0.61760355,2.66,2.748,0.367843137,0.942248675,3.61272,1.87
Cs2NaGdCl6,3.0186,True,1.8,1.8,0.79,3,6.0,3,0.938,11.0,0.27,0.0,0.935541062,1,0,0,0,0.082,0.518232044,2.23,1.96,53,1.67,173.5543606,0.598780925,2.83,2.748,0.306535948,0.858697215,3.61272,1.065
Cs2LiTbCl6,5.0434,True,1.45,1.75,0.79,2,6.0,3,0.923,3.0,0.12,0.3,0.984055826,1,0,0,0,0.163,0.509944751,2.18,2.06,62,1.67,149.1299531,0.62983217,2.57,2.733,0.404824561,0.999334091,3.61272,1.04
Cs2LiSmCl6,4.9508,True,1.45,1.85,0.79,2,6.0,3,0.958,3.0,0.19,0.4,0.977603605,1,0,0,0,0.198,0.529281768,2.18,1.99,59,1.67,152.1022745,0.62570251,2.57,2.768,0.420175439,0.979805507,3.61272,1.075
Cs2LiLaCl6,4.4927,True,1.45,1.95,0.79,2,6.0,3,1.032,3.0,0.12,0.5,0.96423652,1,0,0,0,0.272,0.570165746,2.18,2.06,54,1.67,158.5160945,0.617147081,2.57,2.842,0.452631579,0.940160976,3.61272,1.04
Cs2KYCl6,5.1935,True,2.2,1.8,0.79,4,5.0,3,0.9,19.0,0.4,0.4,0.88448272,1,0,0,0,0.48,0.497237569,2.34,1.94,20,1.67,205.379,0.566101695,3.19,2.71,0.217391304,0.725637218,3.61272,1.02
Cs2KPrCl6,4.9664,True,2.2,1.85,0.79,4,6.0,3,0.99,19.0,0.31,0.35,0.87119333,1,0,0,0,0.39,0.546961326,2.34,2.03,40,1.67,214.921799,0.557595993,3.19,2.8,0.239130435,0.69341801,3.61272,0.975
Cs2KNdCl6,5.1287,True,2.2,1.85,0.79,4,6.0,3,0.983,19.0,0.32,0.35,0.87221261,1,0,0,0,0.397,0.543093923,2.34,2.02,41,1.67,214.1691971,0.55824837,3.19,2.793,0.237439614,0.695854717,3.61272,0.98
Cs2KInCl6,3.5784,True,2.2,1.55,0.79,4,5.0,3,0.8,19.0,0.96,0.65,0.899732422,1,0,0,0,0.58,0.44198895,2.34,1.38,30,1.67,195.112,0.575862069,3.19,2.61,0.193236715,0.763821016,3.61272,1.3
Cs2KLuCl6,5.2423,True,2.2,1.75,0.79,4,6.0,3,0.861,19.0,0.45,0.45,0.890368204,1,0,0,0,0.519,0.475690608,2.34,1.89,52,1.67,201.3330924,0.569868623,3.19,2.671,0.207971014,0.740219327,3.61272,1.045
Cs2KDyCl6,5.1988,True,2.2,1.75,0.79,4,6.0,3,0.912,19.0,0.4,0.45,0.882687423,1,0,0,0,0.468,0.503867403,2.34,1.94,47,1.67,206.6347105,0.564952639,3.19,2.722,0.220289855,0.72122755,3.61272,1.02
Cs2KCeCl6,4.0361,False,2.2,1.85,0.79,4,6.0,3,1.01,19.0,0.3,0.35,0.868294184,1,0,0,0,0.37,0.55801105,2.34,2.04,39,1.67,217.081801,0.555740433,3.19,2.82,0.243961353,0.686518379,3.61272,0.97
Cs2InSbCl6,1.3727,True,1.55,1.45,0.79,5,0.76,3,51.0,0.8,0.27,0.1,1.007422403,1,0,0,0,0.04,1.11,0.44198895,2.57,2,1.67,138.991832,0.644787645,1.38,2.61,0.350877193,1.072225928,3.61272,1.915
Cs2InBiCl6,1.7612,True,1.55,1.6,0.79,6,1.03,3,83.0,0.8,0.24,0.05,0.957513403,1,0,0,0,0.23,1.14,0.44198895,2.84,34,1.67,161.878625,0.612844037,1.38,2.61,0.258899676,0.920632024,3.61272,1.9
Cs2InAsCl6,1.3524,False,1.55,1.15,0.79,4,0.58,3,33.0,0.8,0.4,0.4,1.043689609,1,0,0,0,0.22,0.98,0.44198895,2.39,16,1.67,125.0,0.668,1.38,2.61,0.459770115,1.192245169,3.61272,1.98
Cs2YHgCl6,0.0,False,1.5,1.8,0.79,6,5.0,3,0.9,80.0,0.78,0.3,0.928549474,1,0,0,0,0.2,0.497237569,1.16,1.94,41,1.67,177.504328,0.59430605,2.91,2.71,0.272727273,0.839588802,3.61272,1.61
Cs2HgSbCl6,0.0,False,1.5,1.45,0.79,6,5.0,3,0.76,80.0,0.05,0.05,0.952271541,1,0,0,0,0.34,0.419889503,1.16,1.11,29,1.67,164.566592,0.609489051,2.91,2.57,0.23030303,0.905594777,3.61272,2.025
Cs2InHgCl6,0.0,False,1.5,1.55,0.79,6,5.0,3,0.8,80.0,0.22,0.05,0.945371023,1,0,0,0,0.3,0.44198895,1.16,1.38,31,1.67,168.196608,0.605072464,2.91,2.61,0.242424242,0.886050247,3.61272,1.89
Cs2HgBiCl6,0.0,False,1.5,1.6,0.79,6,6.0,3,1.03,80.0,0.02,0.1,0.907556182,1,0,0,0,0.07,0.569060773,1.16,1.14,3,1.67,190.109375,0.580869565,2.91,2.84,0.312121212,0.783920552,3.61272,2.01
Cs2HgAsCl6,0.0,False,1.5,1.15,0.79,6,4.0,3,0.58,80.0,0.18,0.35,0.984612839,1,0,0,0,0.52,0.320441989,1.16,0.98,47,1.67,148.877,0.630188679,2.91,2.39,0.175757576,1.001032034,3.61272,2.09
Cs2YCuCl6,2.5338,False,1.35,1.8,0.79,4,5.0,3,0.9,29.0,0.68,0.45,0.986474111,1,0,0,0,0.13,0.497237569,1.26,1.94,10,1.67,148.035889,0.631379962,2.58,2.71,0.38961039,1.006719702,3.61272,1.56
Cs2ErCuCl6,2.0815,False,1.35,1.75,0.79,4,6.0,3,0.89,29.0,0.66,0.4,0.988342433,1,0,0,0,0.12,0.491712707,1.26,1.92,39,1.67,147.197952,0.632575758,2.58,2.7,0.385281385,1.012450541,3.61272,1.57
Cs2YAuCl6,2.2263,False,1.35,1.8,0.79,6,5.0,3,0.9,79.0,1.32,0.45,0.971778034,1,0,0,0,0.05,0.497237569,0.62,1.94,40,1.67,154.854153,0.621973929,2.66,2.71,0.352941176,0.962393602,3.61272,1.88
Cs2TbAuCl6,2.181,False,1.35,1.75,0.79,6,6.0,3,0.923,79.0,1.44,0.4,0.967633607,1,0,0,0,0.073,0.509944751,0.62,2.06,14,1.67,156.8524335,0.619321342,2.66,2.733,0.361960784,0.950132828,3.61272,1.82
Cs2SbAuCl6,0.4039,False,1.35,1.45,0.79,6,5.0,3,0.76,79.0,0.49,0.1,0.997791213,1,0,0,0,0.09,0.419889503,0.62,1.11,28,1.67,143.055667,0.638623327,2.66,2.57,0.298039216,1.041766812,3.61272,2.295
Cs2DyAuCl6,2.1667,False,1.35,1.75,0.79,6,6.0,3,0.912,79.0,1.32,0.4,0.969611305,1,0,0,0,0.062,0.503867403,0.62,1.94,13,1.67,155.894603,0.620587142,2.66,2.722,0.357647059,0.955970529,3.61272,1.88
Cs2ErAuCl6,2.0871,False,1.35,1.75,0.79,6,6.0,3,0.89,79.0,1.3,0.4,0.973591053,1,0,0,0,0.04,0.491712707,0.62,1.92,11,1.67,153.990656,0.623134328,2.66,2.7,0.349019608,0.967790189,3.61272,1.89
Cs2AgSbCl6,1.6624,False,1.6,1.45,0.79,5,5.0,3,0.76,47.0,0.12,0.15,0.943661491,1,0,0,0,0.39,0.419889503,1.23,1.11,4,1.67,169.112377,0.6039783,2.96,2.57,0.220289855,0.881252152,3.61272,1.99
Cs2NdAgCl6,3.8207,False,1.6,1.85,0.79,5,6.0,3,0.983,47.0,0.79,0.25,0.907082921,1,0,0,0,0.167,0.543093923,1.23,2.02,13,1.67,190.4070928,0.580566661,2.96,2.793,0.284927536,0.782694825,3.61272,1.535
Cs2DyCuCl6,2.2443,False,1.35,1.75,0.79,4,6.0,3,0.912,29.0,0.68,0.4,0.984241427,1,0,0,0,0.142,0.503867403,1.26,1.94,37,1.67,149.0456036,0.629950962,2.58,2.722,0.394805195,0.999899645,3.61272,1.56
Cs2NaGaCl6,2.8347,True,1.8,1.3,0.79,3,4.0,3,0.62,11.0,0.88,0.5,0.992100389,1,0,0,0,0.4,0.342541436,2.23,1.35,20,1.67,145.531576,0.634980989,2.83,2.43,0.202614379,1.024043374,3.61272,1.37
Cs2NaEuCl6,0.0,False,1.8,1.85,0.79,3,6.0,3,0.947,11.0,0.27,0.05,0.934034016,1,0,0,0,0.073,0.52320442,2.23,1.96,52,1.67,174.395797,0.597816359,2.83,2.757,0.309477124,0.854554116,3.61272,1.065
Cs2NaAuCl6,0.0,False,1.8,1.35,0.79,3,6.0,3,0.85,11.0,1.61,0.45,0.950536985,1,0,0,0,0.17,0.46961326,2.23,0.62,68,1.67,165.469149,0.608378871,2.83,2.66,0.277777778,0.90065518,3.61272,1.735
Cs2NaAlCl6,4.1213,True,1.8,1.25,0.79,3,3.0,3,0.535,11.0,0.68,0.55,1.008395758,1,0,0,0,0.485,0.29558011,2.23,1.55,2,1.67,138.5897344,0.645410628,2.83,2.345,0.174836601,1.075336833,3.61272,1.27
