Formula,Band Gap,Is Gap Direct,B1_radius,B2_radius,A_electroneg,B1_row,B2_row,X_row,B2_ionic_radius,B1_electrons,B_electroneg_diff,B_radius_diff,tolerance_factor,X_is_Cl,X_is_Br,X_is_I,X_is_F,B1_B2_ionic_radius_diff,B2_X_ionic_radius_ratio,B1_X_electroneg_diff,B2_X_electroneg_diff,B1_B2_valence_electrons_diff,A_ionic_radius,cell_volume,A_radius_ratio_in_cell,B1_X_bond_length,B2_X_bond_length,B1_B2_charge_density_ratio,X_space_occupancy,X_electron_affinity,B_electroneg_avg
Cs2LiSbBr6,2.3396,False,1.45,1.45,0.79,2,5.0,4,0.76,3.0,1.07,0.0,0.998268397,0,1,0,0,0.0,0.387755102,1.98,0.91,48,1.67,160.989184,0.613970588,2.72,2.72,0.333333333,1.175469526,3.36359,1.515
Cs2LiPrBr6,3.9721,True,1.45,1.85,0.79,2,6.0,4,0.99,3.0,0.15,0.4,0.957774264,0,1,0,0,0.23,0.505102041,1.98,1.83,56,1.67,182.284263,0.589065256,2.72,2.95,0.434210526,1.038147105,3.36359,1.055
Cs2LiNdBr6,3.9972,True,1.45,1.85,0.79,2,6.0,4,0.983,3.0,0.16,0.4,0.958958163,0,1,0,0,0.223,0.501530612,1.98,1.82,57,1.67,181.6099692,0.589793396,2.72,2.943,0.431140351,1.042001607,3.36359,1.06
Cs2LiMoBr6,1.2684,True,1.45,1.45,0.79,2,5.0,4,0.69,3.0,1.18,0.0,1.011281207,0,1,0,0,0.07,0.352040816,1.98,0.8,39,1.67,154.854153,0.621973929,2.72,2.65,0.302631579,1.222039424,3.36359,1.57
Cs2LiCeBr6,0.2909,False,1.45,1.85,0.79,2,6.0,4,1.01,3.0,0.14,0.4,0.954407747,0,1,0,0,0.25,0.515306122,1.98,1.84,55,1.67,184.220009,0.586994728,2.72,2.97,0.442982456,1.027238468,3.36359,1.05
Cs2LiBiBr6,2.9154,False,1.45,1.6,0.79,2,6.0,4,1.03,3.0,1.04,0.15,0.951064813,0,1,0,0,0.27,0.525510204,1.98,0.94,80,1.67,186.169411,0.584938704,2.72,2.99,0.451754386,1.016482132,3.36359,1.5
Cs2YCuBr6,2.0386,False,1.35,1.8,0.79,4,5.0,4,0.9,29.0,0.68,0.45,0.971481231,0,1,0,0,0.13,0.459183673,1.06,1.74,10,1.67,174.676879,0.597495528,2.73,2.86,0.38961039,1.083359635,3.36359,1.56
Cs2CuSbBr6,0.4006,False,1.35,1.45,0.79,4,5.0,4,0.76,29.0,0.15,0.1,0.996436712,0,1,0,0,0.01,0.387755102,1.06,0.91,22,1.67,161.878625,0.612844037,2.73,2.72,0.329004329,1.169010917,3.36359,1.975
Cs2NdCuBr6,2.2431,False,1.35,1.85,0.79,4,6.0,4,0.983,29.0,0.76,0.5,0.957267774,0,1,0,0,0.213,0.501530612,1.06,1.82,31,1.67,182.5737562,0.588753746,2.73,2.943,0.425541126,1.036500994,3.36359,1.52
Cs2YTlBr6,3.6928,True,1.9,1.8,0.79,6,5.0,4,0.9,81.0,0.4,0.1,0.859269,0,1,0,0,0.6,0.459183673,1.34,1.74,42,1.67,252.435968,0.528481013,3.46,2.86,0.2,0.749647054,3.36359,1.42
Cs2TlSbBr6,1.2294,True,1.9,1.45,0.79,6,5.0,4,0.76,81.0,0.43,0.45,0.878734641,0,1,0,0,0.74,0.387755102,1.34,0.91,30,1.67,236.029032,0.540453074,3.46,2.72,0.168888889,0.801756793,3.36359,1.835
Cs2TlAsBr6,1.2314,True,1.9,1.15,0.79,6,4.0,4,0.58,81.0,0.56,0.75,0.90509668,0,1,0,0,0.92,0.295918367,1.34,0.78,48,1.67,216.0,0.556666667,3.46,2.54,0.128888889,0.876101296,3.36359,1.9
Cs2RbYBr6,4.1715,True,2.35,1.8,0.79,5,5.0,4,0.9,37.0,0.4,0.55,0.856558372,0,1,0,0,0.62,0.459183673,2.14,1.74,2,1.67,254.840104,0.52681388,3.48,2.86,0.197368421,0.742574959,3.36359,1.02
Cs2RbTlBr6,1.5133,True,2.35,1.9,0.79,5,6.0,4,1.5,37.0,0.8,0.45,0.782504334,0,1,0,0,0.02,0.765306122,2.14,1.34,44,1.67,334.255384,0.481268012,3.48,3.46,0.328947368,0.566147589,3.36359,1.22
Cs2RbScBr6,3.2725,False,2.35,1.6,0.79,5,4.0,4,0.745,37.0,0.54,0.75,0.878024265,0,1,0,0,0.775,0.380102041,2.14,1.6,16,1.67,236.6023816,0.540016168,3.48,2.705,0.163377193,0.799813926,3.36359,1.09
Cs2RbSbBr6,2.841,True,2.35,1.45,0.79,5,5.0,4,0.76,37.0,1.23,0.9,0.875900013,0,1,0,0,0.76,0.387755102,2.14,0.91,14,1.67,238.328,0.538709677,3.48,2.72,0.166666667,0.794022859,3.36359,1.435
Cs2RbBiBr6,3.4129,True,2.35,1.6,0.79,5,6.0,4,1.03,37.0,1.2,0.75,0.839347771,0,1,0,0,0.49,0.525510204,2.14,0.94,46,1.67,270.840023,0.516228748,3.48,2.99,0.225877193,0.698707221,3.36359,1.42
Cs2RbAsBr6,2.8942,True,2.35,1.15,0.79,5,4.0,4,0.58,37.0,1.36,1.2,0.902089714,0,1,0,0,0.94,0.295918367,2.14,0.78,4,1.67,218.167208,0.554817276,3.48,2.54,0.127192982,0.867398367,3.36359,1.5
Cs2NaTlBr6,1.0093,True,1.8,1.9,0.79,3,6.0,4,1.5,11.0,0.69,0.1,0.843257776,0,1,0,0,0.48,0.765306122,2.03,1.34,70,1.67,267.089984,0.51863354,2.98,3.46,0.490196078,0.708517321,3.36359,1.275
Cs2NaSbBr6,2.556,False,1.8,1.45,0.79,3,5.0,4,0.76,11.0,1.12,0.35,0.952733347,0,1,0,0,0.26,0.387755102,2.03,0.91,40,1.67,185.193,0.585964912,2.98,2.72,0.248366013,1.02184143,3.36359,1.49
Cs2NaNdBr6,4.1254,True,1.8,1.85,0.79,3,6.0,4,0.983,11.0,0.21,0.05,0.91686309,0,1,0,0,0.037,0.501530612,2.03,1.82,49,1.67,207.7902655,0.563903427,2.98,2.943,0.32124183,0.91071581,3.36359,1.035
Cs2NaPrBr6,4.1252,True,1.8,1.85,0.79,3,6.0,4,0.99,11.0,0.2,0.05,0.915780789,0,1,0,0,0.03,0.505102041,2.03,1.83,48,1.67,208.527857,0.563237774,2.98,2.95,0.323529412,0.907494483,3.36359,1.03
Cs2CuMoBr6,0.3989,True,1.35,1.45,0.79,4,5.0,4,0.69,29.0,0.26,0.1,1.009401502,0,1,0,0,0.08,0.352040816,1.06,0.8,13,1.67,155.720872,0.620817844,2.73,2.65,0.298701299,1.215237736,3.36359,2.03
Cs2CuBiBr6,0.8439,False,1.35,1.6,0.79,4,6.0,4,1.03,29.0,0.12,0.25,0.949402112,0,1,0,0,0.26,0.525510204,1.06,0.94,54,1.67,187.149248,0.583916084,2.73,2.99,0.445887446,1.011160247,3.36359,1.96
Cs2YAgBr6,3.335,False,1.6,1.8,0.79,5,5.0,4,0.9,47.0,0.71,0.2,0.909644904,0,1,0,0,0.25,0.459183673,1.03,1.74,8,1.67,212.776173,0.559463987,3.11,2.86,0.260869565,0.889375334,3.36359,1.575
Cs2TlGaBr6,1.7459,False,1.9,1.3,0.79,6,4.0,4,0.62,81.0,0.19,0.6,0.899102662,0,1,0,0,0.88,0.316326531,1.34,1.15,50,1.67,220.348864,0.552980132,3.46,2.58,0.137777778,0.858810327,3.36359,1.715
Cs2ScTlBr6,3.1371,True,1.9,1.6,0.79,6,4.0,4,0.745,81.0,0.26,0.3,0.880872681,0,1,0,0,0.755,0.380102041,1.34,1.6,60,1.67,234.3145421,0.541768045,3.46,2.705,0.165555556,0.807623283,3.36359,1.49
Cs2TlBiBr6,1.7359,True,1.9,1.6,0.79,6,6.0,4,1.03,81.0,0.4,0.3,0.8419504,0,1,0,0,0.47,0.525510204,1.34,0.94,2,1.67,268.336125,0.517829457,3.46,2.99,0.228888889,0.705226998,3.36359,1.82
Cs2TlAuBr6,0.0,False,1.9,1.35,0.79,6,6.0,4,0.85,81.0,0.92,0.55,0.866121225,0,1,0,0,0.65,0.433673469,1.34,0.42,2,1.67,246.491883,0.532695375,3.46,2.81,0.188888889,0.76772459,3.36359,2.08
Cs2AlTlBr6,2.9426,False,1.9,1.25,0.79,6,3.0,4,0.535,81.0,0.01,0.65,0.911936201,0,1,0,0,0.965,0.272959184,1.34,1.35,68,1.67,211.1763589,0.560873216,3.46,2.495,0.118888889,0.896112997,3.36359,1.615
Cs2RbGaBr6,2.1399,True,2.35,1.3,0.79,5,4.0,4,0.62,37.0,0.99,1.05,0.896135327,0,1,0,0,0.9,0.316326531,2.14,1.15,6,1.67,222.545016,0.551155116,3.48,2.58,0.135964912,0.850335286,3.36359,1.315
Cs2RbAuBr6,0.0208,False,2.35,1.35,0.79,5,6.0,4,0.85,37.0,1.72,1.0,0.863367262,0,1,0,0,0.67,0.433673469,2.14,0.42,42,1.67,248.858189,0.53100159,3.48,2.81,0.186403509,0.760424564,3.36359,1.68
Cs2RbAlBr6,3.2239,True,2.35,1.25,0.79,5,3.0,4,0.535,37.0,0.79,1.1,0.908883695,0,1,0,0,0.985,0.272959184,2.14,1.35,24,1.67,213.3112344,0.558995816,3.48,2.495,0.117324561,0.88714446,3.36359,1.215
Cs2NaScBr6,3.1061,False,1.8,1.6,0.79,3,4.0,4,0.745,11.0,0.43,0.2,0.955247156,0,1,0,0,0.275,0.380102041,2.03,1.6,10,1.67,183.7347941,0.587510994,2.98,2.705,0.243464052,1.029951244,3.36359,1.145
Cs2KGaBr6,2.1255,True,2.2,1.3,0.79,4,4.0,4,0.62,19.0,0.99,0.9,0.917327716,0,1,0,0,0.76,0.316326531,2.14,1.15,12,1.67,207.474688,0.564189189,3.34,2.58,0.149758454,0.912101046,3.36359,1.315
Cs2InGaBr6,1.244,False,1.3,1.55,0.79,4,5.0,4,0.8,31.0,0.03,0.25,1.016962562,0,1,0,0,0.18,0.408163265,1.15,1.18,18,1.67,152.273304,0.625468165,2.58,2.76,0.430107527,1.242751519,3.36359,1.795
Cs2AlHgBr6,0.0,False,1.5,1.25,0.79,6,3.0,4,0.535,80.0,0.39,0.25,0.977602175,0,1,0,0,0.565,0.272959184,0.96,1.35,67,1.67,171.4163289,0.601260126,3.06,2.495,0.162121212,1.103966472,3.36359,1.805
Cs2ScHgBr6,0.0,False,1.5,1.6,0.79,6,4.0,4,0.745,80.0,0.64,0.1,0.941991341,0,1,0,0,0.355,0.380102041,0.96,1.6,59,1.67,191.6010721,0.579358196,3.06,2.705,0.225757576,0.98766608,3.36359,1.68
Cs2ScAuBr6,1.7173,False,1.35,1.6,0.79,6,4.0,4,0.745,79.0,1.18,0.25,0.984692671,0,1,0,0,0.105,0.380102041,0.42,1.6,58,1.67,167.7399659,0.605621034,2.81,2.705,0.292156863,1.128162146,3.36359,1.95
Cs2AsAuBr6,0.0,False,1.35,1.15,0.79,6,4.0,4,0.58,79.0,0.36,0.2,1.015061697,0,1,0,0,0.27,0.295918367,0.42,0.78,46,1.67,153.130375,0.624299065,2.81,2.54,0.22745098,1.235795836,3.36359,2.36
Cs2NaBiBr6,3.1775,False,1.8,1.6,0.79,3,6.0,4,1.03,11.0,1.09,0.2,0.909644904,0,1,0,0,0.01,0.525510204,2.03,0.94,72,1.67,212.776173,0.559463987,2.98,2.99,0.336601307,0.889375334,3.36359,1.475
Cs2LiTlBr6,0.5505,True,1.45,1.9,0.79,2,6.0,4,1.5,3.0,0.64,0.45,0.878734641,0,1,0,0,0.74,0.765306122,1.98,1.34,78,1.67,236.029032,0.540453074,2.72,3.46,0.657894737,0.801756793,3.36359,1.3
Cs2KPrBr6,4.2336,True,2.2,1.85,0.79,4,6.0,4,0.99,19.0,0.31,0.35,0.863367262,0,1,0,0,0.39,0.505102041,2.14,1.83,40,1.67,248.858189,0.53100159,3.34,2.95,0.239130435,0.760424564,3.36359,0.975
Cs2KNdBr6,4.2395,True,2.2,1.85,0.79,4,6.0,4,0.983,19.0,0.32,0.35,0.864329155,0,1,0,0,0.397,0.501530612,2.14,1.82,41,1.67,248.0282672,0.531593188,3.34,2.943,0.237439614,0.762969004,3.36359,0.98
Cs2KCeBr6,0.314,False,2.2,1.85,0.79,4,6.0,4,1.01,19.0,0.3,0.35,0.860630757,0,1,0,0,0.37,0.515306122,2.14,1.84,39,1.67,251.239591,0.529318542,3.34,2.97,0.243961353,0.753216796,3.36359,0.97
Cs2KAuBr6,0.0,False,2.2,1.35,0.79,4,6.0,4,0.85,19.0,1.72,0.85,0.883021151,0,1,0,0,0.53,0.433673469,2.14,0.42,60,1.67,232.608375,0.543089431,3.34,2.81,0.20531401,0.813547147,3.36359,1.68
Cs2KBiBr6,3.4246,True,2.2,1.6,0.79,4,6.0,4,1.03,19.0,1.2,0.6,0.857911545,0,1,0,0,0.35,0.525510204,2.14,0.94,64,1.67,253.636137,0.52764613,3.34,2.99,0.248792271,0.746099835,3.36359,1.42
Cs2KAsBr6,3.0015,True,2.2,1.15,0.79,4,4.0,4,0.58,19.0,1.36,1.05,0.923568041,0,1,0,0,0.8,0.295918367,2.14,0.78,14,1.67,203.297472,0.568027211,3.34,2.54,0.140096618,0.930842268,3.36359,1.5
Cs2KYBr6,4.2852,True,2.2,1.8,0.79,4,5.0,4,0.9,19.0,0.4,0.4,0.875900013,0,1,0,0,0.48,0.459183673,2.14,1.74,20,1.67,238.328,0.538709677,3.34,2.86,0.217391304,0.794022859,3.36359,1.02
Cs2KSbBr6,2.8501,True,2.2,1.45,0.79,4,5.0,4,0.76,19.0,1.23,0.75,0.896135327,0,1,0,0,0.62,0.387755102,2.14,0.91,32,1.67,222.545016,0.551155116,3.34,2.72,0.183574879,0.850335286,3.36359,1.435
Cs2KMoBr6,1.6085,True,2.2,1.45,0.79,4,5.0,4,0.69,19.0,1.34,0.75,0.906607693,0,1,0,0,0.69,0.352040816,2.14,0.8,23,1.67,214.921799,0.557595993,3.34,2.65,0.166666667,0.880496444,3.36359,1.49
Cs2InBiBr6,0.8534,True,1.55,1.6,0.79,6,1.03,4,83.0,0.8,0.24,0.05,0.944448709,0,1,0,0,0.23,0.94,0.408163265,2.99,34,1.67,190.109375,0.580869565,1.18,2.76,0.258899676,0.995415822,3.36359,1.9
Cs2InAsBr6,0.7187,True,1.55,1.15,0.79,4,0.58,4,33.0,0.8,0.4,0.4,1.024637751,0,1,0,0,0.22,0.78,0.408163265,2.54,16,1.67,148.877,0.630188679,1.18,2.76,0.459770115,1.271102184,3.36359,1.98
Cs2YHgBr6,0.0,False,1.5,1.8,0.79,6,5.0,4,0.9,80.0,0.78,0.3,0.917327716,0,1,0,0,0.2,0.459183673,0.96,1.74,41,1.67,207.474688,0.564189189,3.06,2.86,0.272727273,0.912101046,3.36359,1.61
Cs2TlHgBr6,0.0,False,1.5,1.9,0.79,6,1.5,4,81.0,1.1,0.38,0.4,0.832911055,0,1,0,0,0.4,1.34,0.56122449,3.46,1,1.67,277.167808,0.512269939,0.96,3.06,0.244444444,0.682755625,3.36359,1.81
Cs2HgBiBr6,0.0,False,1.5,1.6,0.79,6,6.0,4,1.03,80.0,0.02,0.1,0.897616542,0,1,0,0,0.07,0.525510204,0.96,0.94,3,1.67,221.445125,0.552066116,3.06,2.99,0.312121212,0.854558798,3.36359,2.01
Cs2HgAsBr6,0.0,False,1.5,1.15,0.79,6,4.0,4,0.58,80.0,0.18,0.35,0.969746443,0,1,0,0,0.52,0.295918367,0.96,0.78,47,1.67,175.616,0.596428571,3.06,2.54,0.175757576,1.07756628,3.36359,2.09
Cs2YAuBr6,1.863,False,1.35,1.8,0.79,6,5.0,4,0.9,79.0,1.32,0.45,0.957774264,0,1,0,0,0.05,0.459183673,0.42,1.74,40,1.67,182.284263,0.589065256,2.81,2.86,0.352941176,1.038147105,3.36359,1.88
Cs2InAuBr6,0.0,False,1.55,1.35,0.79,6,0.85,4,79.0,0.8,0.76,0.2,0.974969494,0,1,0,0,0.05,0.42,0.408163265,2.81,30,1.67,172.808693,0.599640934,1.18,2.76,0.31372549,1.09507153,3.36359,2.16
Cs2BiAuBr6,0.4311,False,1.6,1.35,0.79,6,0.85,4,79.0,1.03,0.52,0.25,0.93630691,0,1,0,0,0.18,0.42,0.525510204,2.81,4,1.67,195.112,0.575862069,0.94,2.99,0.403921569,0.969893599,3.36359,2.28
Cs2AgSbBr6,1.1916,False,1.6,1.45,0.79,5,5.0,4,0.76,47.0,0.12,0.15,0.931488864,0,1,0,0,0.39,0.387755102,1.03,0.91,4,1.67,198.155287,0.572898799,3.11,2.72,0.220289855,0.954997884,3.36359,1.99
Cs2NdAgBr6,3.3798,False,1.6,1.85,0.79,5,6.0,4,0.983,47.0,0.79,0.25,0.897171664,0,1,0,0,0.167,0.501530612,1.03,1.82,13,1.67,221.7747109,0.5517925,3.11,2.943,0.284927536,0.853288813,3.36359,1.535
Cs2KTlBr6,1.3749,True,2.2,1.9,0.79,4,6.0,4,1.5,19.0,0.8,0.3,0.798614718,0,1,0,0,0.12,0.765306122,2.14,1.34,62,1.67,314.432,0.491176471,3.34,3.46,0.362318841,0.601840397,3.36359,1.22
Cs2KInBr6,2.3584,True,2.2,1.55,0.79,4,5.0,4,0.8,19.0,0.96,0.65,0.890259029,0,1,0,0,0.58,0.408163265,2.14,1.18,30,1.67,226.981,0.547540984,3.34,2.76,0.193236715,0.83371683,3.36359,1.3
Cs2KScBr6,3.1875,False,2.2,1.6,0.79,4,4.0,4,0.745,19.0,0.54,0.6,0.898358988,0,1,0,0,0.635,0.380102041,2.14,1.6,2,1.67,220.8965411,0.552522746,3.34,2.705,0.179951691,0.856681046,3.36359,1.09
Cs2KAlBr6,3.2314,True,2.2,1.25,0.79,4,3.0,4,0.535,19.0,0.79,0.95,0.930690673,0,1,0,0,0.845,0.272959184,2.14,1.35,6,1.67,198.6655579,0.572407883,3.34,2.495,0.129227053,0.95254498,3.36359,1.215
Cs2YInBr6,2.9636,True,1.55,1.8,0.79,5,5.0,4,0.9,49.0,0.56,0.25,0.966295388,0,1,0,0,0.1,0.459183673,1.18,1.74,10,1.67,177.504328,0.59430605,2.76,2.86,0.375,1.066102906,3.36359,1.5
Cs2InSbBr6,0.7465,True,1.55,1.45,0.79,5,0.76,4,51.0,0.8,0.27,0.1,0.990981766,0,1,0,0,0.04,0.91,0.408163265,2.72,2,1.67,164.566592,0.609489051,1.18,2.76,0.350877193,1.149916745,3.36359,1.915
Cs2AgMoBr6,0.5337,True,1.6,1.45,0.79,5,5.0,4,0.69,47.0,0.23,0.15,0.942809042,0,1,0,0,0.46,0.352040816,1.03,0.8,5,1.67,191.102976,0.579861111,3.11,2.65,0.2,0.990240361,3.36359,2.045
Cs2CeAgBr6,2.6247,False,1.6,1.85,0.79,5,6.0,4,1.01,47.0,0.81,0.25,0.893187513,0,1,0,0,0.14,0.515306122,1.03,1.84,11,1.67,224.755712,0.549342105,3.11,2.97,0.292753623,0.841971393,3.36359,1.525
Cs2AlInBr6,2.2348,False,1.55,1.25,0.79,5,3.0,4,0.535,49.0,0.17,0.3,1.033412004,0,1,0,0,0.265,0.272959184,1.18,1.35,36,1.67,145.1169564,0.635585157,2.76,2.495,0.222916667,1.304036996,3.36359,1.695
Cs2HgSbBr6,0.0,False,1.5,1.45,0.79,6,5.0,4,0.76,80.0,0.05,0.05,0.939546727,0,1,0,0,0.34,0.387755102,0.96,0.91,29,1.67,193.100552,0.577854671,3.06,2.72,0.23030303,0.979996576,3.36359,2.025
Cs2InHgBr6,0.0,False,1.5,1.55,0.79,6,5.0,4,0.8,80.0,0.22,0.05,0.933089361,0,1,0,0,0.3,0.408163265,0.96,1.18,31,1.67,197.137368,0.573883162,3.06,2.76,0.242424242,0.959929017,3.36359,1.89
Cs2GaHgBr6,0.0,False,1.5,1.3,0.79,6,4.0,4,0.62,80.0,0.19,0.2,0.962868808,0,1,0,0,0.48,0.316326531,0.96,1.15,49,1.67,179.406144,0.592198582,3.06,2.58,0.187878788,1.054801556,3.36359,1.905
Cs2HgAuBr6,0.0,False,1.5,1.35,0.79,6,6.0,4,0.85,80.0,0.54,0.15,0.92514141,0,1,0,0,0.25,0.433673469,0.96,0.42,1,1.67,202.262003,0.568994889,3.06,2.81,0.257575758,0.935607663,3.36359,2.27
Cs2PrCuBr6,2.1974,False,1.35,1.85,0.79,4,6.0,4,0.99,29.0,0.77,0.5,0.956088042,0,1,0,0,0.22,0.505102041,1.06,1.83,30,1.67,183.250432,0.588028169,2.73,2.95,0.428571429,1.032673581,3.36359,1.515
Cs2SbAuBr6,0.2823,False,1.35,1.45,0.79,6,5.0,4,0.76,79.0,0.49,0.1,0.982021714,0,1,0,0,0.09,0.387755102,0.42,0.91,28,1.67,169.112377,0.6039783,2.81,2.72,0.298039216,1.119006682,3.36359,2.295
Cs2GaAuBr6,0.0,False,1.35,1.3,0.79,6,4.0,4,0.62,79.0,0.73,0.05,1.007528772,0,1,0,0,0.23,0.316326531,0.42,1.15,48,1.67,156.590819,0.619666048,2.81,2.58,0.243137255,1.20848643,3.36359,2.175
Cs2AlAuBr6,0.0,False,1.35,1.25,0.79,6,3.0,4,0.535,79.0,0.93,0.1,1.023672023,0,1,0,0,0.315,0.272959184,0.42,1.35,66,1.67,149.2987476,0.629594722,2.81,2.495,0.209803922,1.267511502,3.36359,2.075
Cs2TlAgBr6,0.0,False,1.6,1.9,0.79,6,1.5,4,81.0,1.15,0.31,0.3,0.82657231,0,1,0,0,0.35,1.34,0.586734694,3.46,34,1.67,283.593393,0.508371385,1.03,3.11,0.255555556,0.667285926,3.36359,1.775
Cs2ScAgBr6,2.8546,False,1.6,1.6,0.79,5,4.0,4,0.745,47.0,0.57,0.0,0.933891673,0,1,0,0,0.405,0.380102041,1.03,1.6,26,1.67,196.6297184,0.574376612,3.11,2.705,0.215942029,0.962407318,3.36359,1.645
Cs2InCuBr6,0.0,False,1.35,1.55,0.79,4,5.0,4,0.8,29.0,0.12,0.2,0.989176699,0,1,0,0,0.03,0.408163265,1.06,1.18,20,1.67,165.469149,0.608378871,2.73,2.76,0.346320346,1.143644486,3.36359,1.84
Cs2ScInBr6,2.1681,True,1.55,1.6,0.79,5,4.0,4,0.745,49.0,0.42,0.05,0.993701753,0,1,0,0,0.055,0.380102041,1.18,1.6,28,1.67,163.2189196,0.61116194,2.76,2.705,0.310416667,1.159411423,3.36359,1.57
Cs2GaAgBr6,0.0551,True,1.6,1.3,0.79,5,4.0,4,0.62,47.0,0.12,0.3,0.954407747,0,1,0,0,0.53,0.316326531,1.03,1.15,16,1.67,184.220009,0.586994728,3.11,2.58,0.179710145,1.027238468,3.36359,1.87
Cs2InAgBr6,0.2556,True,1.6,1.55,0.79,5,5.0,4,0.8,47.0,0.15,0.05,0.92514141,0,1,0,0,0.35,0.408163265,1.03,1.18,2,1.67,202.262003,0.568994889,3.11,2.76,0.231884058,0.935607663,3.36359,1.855
Cs2TlCuBr6,0.0,False,1.35,1.9,0.79,6,1.5,4,81.0,0.77,0.28,0.55,0.877315037,0,1,0,0,0.73,1.34,0.392857143,3.46,52,1.67,237.176659,0.539579968,1.06,2.73,0.171111111,0.797877332,3.36359,1.76
Cs2AgAuBr6,0.0,False,1.6,1.35,0.79,5,6.0,4,0.85,47.0,0.61,0.25,0.917327716,0,1,0,0,0.3,0.433673469,1.03,0.42,32,1.67,207.474688,0.564189189,3.11,2.81,0.246376812,0.912101046,3.36359,2.235
Cs2AlAgBr6,1.4697,True,1.6,1.25,0.79,5,3.0,4,0.535,47.0,0.32,0.35,0.96888137,0,1,0,0,0.615,0.272959184,1.03,1.35,34,1.67,176.0868201,0.595896521,3.11,2.495,0.155072464,1.074685088,3.36359,1.77
Cs2AgAsBr6,1.1161,False,1.6,1.15,0.79,5,4.0,4,0.58,47.0,0.25,0.45,0.961164616,0,1,0,0,0.57,0.295918367,1.03,0.78,14,1.67,180.362125,0.591150442,3.11,2.54,0.168115942,1.049210747,3.36359,2.055
Cs2LiLaBr6,3.7835,True,1.45,1.95,0.79,2,6.0,4,1.032,3.0,0.12,0.5,0.950731807,0,1,0,0,0.272,0.526530612,1.98,1.86,54,1.67,186.3651041,0.584733894,2.72,2.992,0.452631579,1.015414773,3.36359,1.04
Cs2NaYBr6,4.2176,True,1.8,1.8,0.79,3,5.0,4,0.9,11.0,0.29,0.0,0.929893849,0,1,0,0,0.12,0.459183673,2.03,1.74,28,1.67,199.176704,0.571917808,2.98,2.86,0.294117647,0.950100469,3.36359,1.075
Cs2LiInBr6,1.318,True,1.45,1.55,0.79,2,5.0,4,0.8,3.0,0.8,0.1,0.990981766,0,1,0,0,0.04,0.408163265,1.98,1.18,46,1.67,164.566592,0.609489051,2.72,2.76,0.350877193,1.149916745,3.36359,1.38
Cs2RbInBr6,2.4963,True,2.35,1.55,0.79,5,5.0,4,0.8,37.0,0.96,0.8,0.870285269,0,1,0,0,0.72,0.408163265,2.14,1.18,12,1.67,242.970624,0.53525641,3.48,2.76,0.175438596,0.778850862,3.36359,1.3
Cs2NaInBr6,1.8935,True,1.8,1.55,0.79,3,5.0,4,0.8,11.0,0.85,0.25,0.946094091,0,1,0,0,0.22,0.408163265,2.03,1.18,38,1.67,189.119224,0.581881533,2.98,2.76,0.261437908,1.000627413,3.36359,1.355
Cs2TlInBr6,1.8255,False,1.9,1.55,0.79,6,5.0,4,0.8,81.0,0.16,0.35,0.873083614,0,1,0,0,0.7,0.408163265,1.34,1.18,32,1.67,240.641848,0.536977492,3.46,2.76,0.177777778,0.786388076,3.36359,1.7
Cs2TlSbI6,0.9367,True,1.9,1.45,0.79,6,5.0,5,0.76,81.0,0.43,0.45,0.866365065,0,0,1,0,0.74,0.345454545,1.04,0.61,30,1.67,295.408296,0.501501502,3.7,2.96,0.168888889,0.905910336,3.05904,1.835
Cs2TlInI6,1.4001,False,1.9,1.55,0.79,6,5.0,5,0.8,81.0,0.16,0.35,0.861192736,0,0,1,0,0.7,0.363636364,1.04,0.88,32,1.67,300.763,0.498507463,3.7,3.0,0.177777778,0.88978175,3.05904,1.7
Cs2TlGaI6,0.574,False,1.9,1.3,0.79,6,4.0,5,0.62,81.0,0.19,0.6,0.884967996,0,0,1,0,0.88,0.281818182,1.04,0.85,50,1.67,277.167808,0.512269939,3.7,2.82,0.137777778,0.965528539,3.05904,1.715
Cs2AlTlI6,1.5911,False,1.9,1.25,0.79,6,3.0,5,0.535,81.0,0.01,0.65,0.89665755,0,0,1,0,0.965,0.243181818,1.04,1.05,68,1.67,266.4683629,0.519036519,3.7,2.735,0.118888889,1.004297192,3.05904,1.615
Cs2RbScI6,2.3929,False,2.35,1.6,0.79,5,4.0,5,0.745,37.0,0.54,0.75,0.865715129,0,0,1,0,0.775,0.338636364,1.84,1.3,16,1.67,296.0741296,0.501125281,3.72,2.945,0.163377193,0.903873057,3.05904,1.09
Cs2RbAsI6,2.286,False,2.35,1.15,0.79,5,4.0,5,0.58,37.0,1.36,1.2,0.887690975,0,0,1,0,0.94,0.263636364,1.84,0.48,4,1.67,274.625,0.513846154,3.72,2.78,0.127192982,0.974468561,3.05904,1.5
Cs2RbAlI6,1.8835,True,2.35,1.25,0.79,5,3.0,5,0.535,37.0,0.79,1.1,0.89387937,0,0,1,0,0.985,0.243181818,1.84,1.05,24,1.67,268.9606464,0.51742835,3.72,2.735,0.117324561,0.994991023,3.05904,1.215
Cs2NaYI6,3.1517,True,1.8,1.8,0.79,3,5.0,5,0.9,11.0,0.29,0.0,0.912973312,0,0,1,0,0.12,0.409090909,1.73,1.44,28,1.67,252.435968,0.528481013,3.22,3.1,0.294117647,1.060124002,3.05904,1.075
