formula,A,B1,B2,X,A_radius,B1_radius,B2_radius,A_electroneg,B1_row,B2_row,X_row,B1_valence,B2_valence,B1_ionic_radius,B2_ionic_radius,B1_electrons,B2_electrons,B_electroneg_diff,B_radius_diff,tolerance_factor,octahedral_factor,X_is_Cl,X_is_Br,X_is_I,X_electroneg,X_is_F,A_group,X_group,X_radius,A_row,X_ionic_radius,B1_B2_ionic_radius_diff,B1_B2_ionic_radius_ratio,B1_X_ionic_radius_ratio,B2_X_ionic_radius_ratio,B1_X_electroneg_diff,B2_X_electroneg_diff,B1_B2_valence_electrons_diff,A_ionic_radius,lattice_constant,cell_volume,A_radius_ratio_in_cell,A_X_bond_length,A_coordination_number,A_charge_density,B1_X_bond_length,B2_X_bond_length,B1_B2_bond_length_ratio,B1_B2_charge_density_ratio,X_polarizability,X_space_occupancy,X_electron_affinity,X_first_ionization_energy,B_electroneg_avg
Rb2HgMnF6,Rb,Hg,Mn,F,2.4,1.5,1.3,0.82,6,4,2,1,3,1.1,0.65,80,25,0.45,0.24,0.984869468,0.678988327,0,0,0,3.98,1,1,17,0.7,5,1.28,0.46,1.705426357,0.856031128,0.501945525,1.98,2.43,2,1.72,4.3,80.342,0.398609502,3,12,0.196523577,2.38,1.93,1.235751295,0.067201634,0.56,0.763821016,3.4,17.42,1.775
Rb2HgLaF6,Rb,Hg,La,F,2.4,1.5,1.9,0.82,6,6,2,1,3,1.1,1.03,80,57,0.9,0.36,0.903809391,0.829571984,0,0,0,3.98,1,1,17,0.7,5,1.28,0.07,1.065891473,0.856031128,0.80311284,1.98,2.88,2,1.72,4.7,103.956,0.365801786,3,12,0.196523577,2.38,2.32,1.029348295,0.275257893,0.56,0.763821016,3.4,17.42,1.55
Rb2HgNiF6,Rb,Hg,Ni,F,2.4,1.5,1.2,0.82,6,4,2,1,3,1.1,0.56,80,28,0.09,0.27,1.004659989,0.645914397,0,0,0,3.98,1,1,17,0.7,5,1.28,0.54,1.964285714,0.856031128,0.435797665,1.98,2.07,2,1.72,4.2,75.687,0.406619385,3,12,0.196523577,2.38,1.84,1.292682927,0.043980967,0.56,0.763821016,3.4,17.42,1.955
Rb2HgCoF6,Rb,Hg,Co,F,2.4,1.5,1.2,0.82,6,4,2,1,3,1.1,0.55,80,27,0.12,0.26,1.008235292,0.640077821,0,0,0,3.98,1,1,17,0.7,5,1.28,0.56,2.018348624,0.856031128,0.424124514,1.98,2.1,2,1.72,4.2,74.885,0.408066429,3,12,0.196523577,2.38,1.83,1.303278689,0.040540602,0.56,0.763821016,3.4,17.42,1.94
Rb2HgSmF6,Rb,Hg,Sm,F,2.4,1.5,1.8,0.82,6,6,2,1,3,1.1,0.96,80,62,0.83,0.29,0.918260967,0.80077821,0,0,0,3.98,1,1,17,0.7,5,1.28,0.14,1.14822547,0.856031128,0.745525292,1.98,2.81,2,1.72,4.6,99.124,0.371650821,3,12,0.196523577,2.38,2.24,1.06330807,0.22018981,0.56,0.763821016,3.4,17.42,1.585
Rb2HgDyF6,Rb,Hg,Dy,F,2.4,1.5,1.8,0.82,6,6,2,1,3,1.1,0.91,80,66,0.78,0.26,0.92747965,0.782879377,0,0,0,3.98,1,1,17,0.7,5,1.28,0.19,1.206140351,0.856031128,0.709727626,1.98,2.76,2,1.72,4.6,96.198,0.375381929,3,12,0.196523577,2.38,2.2,1.085571234,0.18997008,0.56,0.763821016,3.4,17.42,1.61
Rb2HgErF6,Rb,Hg,Er,F,2.4,1.5,1.8,0.82,6,6,2,1,3,1.1,0.89,80,68,0.76,0.24,0.931954332,0.774319066,0,0,0,3.98,1,1,17,0.7,5,1.28,0.21,1.235955056,0.856031128,0.692607004,1.98,2.74,2,1.72,4.6,94.819,0.377192982,3,12,0.196523577,2.38,2.17,1.096551724,0.176551215,0.56,0.763821016,3.4,17.42,1.62
Rb2HgTmF6,Rb,Hg,Tm,F,2.4,1.5,1.7,0.82,6,6,2,1,3,1.1,0.88,80,69,0.75,0.23,0.934002584,0.770428016,0,0,0,3.98,1,1,17,0.7,5,1.28,0.22,1.25,0.856031128,0.684824903,1.98,2.73,2,1.72,4.5,94.196,0.378021978,3,12,0.196523577,2.38,2.17,1.101616628,0.170666667,0.56,0.763821016,3.4,17.42,1.625
Rb2HgEuF6,Rb,Hg,Eu,F,2.4,1.5,2,0.82,6,6,2,1,3,1.1,0.95,80,63,0.8,0.48,0.920448723,0.796498054,0,0,0,3.98,1,1,17,0.7,5,1.28,0.15,1.16156283,0.856031128,0.736964981,1.98,2.78,2,1.72,4.6,98.419,0.372536279,3,12,0.196523577,2.38,2.23,1.068548387,0.212691741,0.56,0.763821016,3.4,17.42,1.6
Rb2HgGdF6,Rb,Hg,Gd,F,2.4,1.5,1.8,0.82,6,6,2,1,3,1.1,0.94,80,64,0.8,0.28,0.922246475,0.792996109,0,0,0,3.98,1,1,17,0.7,5,1.28,0.16,1.172707889,0.856031128,0.729961089,1.98,2.78,2,1.72,4.6,97.845,0.373263889,3,12,0.196523577,2.38,2.22,1.072874494,0.206685117,0.56,0.763821016,3.4,17.42,1.6
Rb2HgTiF6,Rb,Hg,Ti,F,2.4,1.5,1.5,0.82,6,4,2,1,3,1.1,0.67,80,22,0.46,0.04,0.979196257,0.688715953,0,0,0,3.98,1,1,17,0.7,5,1.28,0.43,1.641791045,0.856031128,0.521400778,1.98,2.44,2,1.72,4.3,81.747,0.396313364,3,12,0.196523577,2.38,1.96,1.219948849,0.075322564,0.56,0.763821016,3.4,17.42,1.77
Rb2HgLuF6,Rb,Hg,Lu,F,2.4,1.5,1.7,0.82,6,6,2,1,3,1.1,0.86,80,71,0.73,0.22,0.937919169,0.763035019,0,0,0,3.98,1,1,17,0.7,5,1.28,0.24,1.277584204,0.856031128,0.670038911,1.98,2.71,2,1.72,4.5,93.021,0.379607151,3,12,0.196523577,2.38,2.15,1.111369991,0.159849081,0.56,0.763821016,3.4,17.42,1.635
Rb2HgHoF6,Rb,Hg,Ho,F,2.4,1.5,1.8,0.82,6,6,2,1,3,1.1,0.9,80,67,0.77,0.25,0.929711607,0.778599222,0,0,0,3.98,1,1,17,0.7,5,1.28,0.2,1.220865705,0.856031128,0.701167315,1.98,2.75,2,1.72,4.6,95.507,0.376285277,3,12,0.196523577,2.38,2.19,1.091033852,0.183178738,0.56,0.763821016,3.4,17.42,1.615
Rb2HgYbF6,Rb,Hg,Yb,F,2.4,1.5,1.9,0.82,6,6,2,1,3,1.1,0.87,80,70,0.9,0.43,0.936472401,0.765758755,0,0,0,3.98,1,1,17,0.7,5,1.28,0.23,1.267281106,0.856031128,0.675486381,1.98,2.88,2,1.72,4.5,93.453,0.379021595,3,12,0.196523577,2.38,2.15,1.107756619,0.163779622,0.56,0.763821016,3.4,17.42,1.55
Rb2HgUF6,Rb,Hg,U,F,2.4,1.5,1.6,0.82,6,7,2,1,3,1.1,1.02,80,92,0.62,0.05,0.905156923,0.826848249,0,0,0,3.98,1,1,17,0.7,5,1.28,0.08,1.073170732,0.856031128,0.79766537,1.98,2.6,2,1.72,4.7,103.492,0.366347178,3,12,0.196523577,2.38,2.31,1.032467532,0.269694622,0.56,0.763821016,3.4,17.42,1.69
Rb2CuInF6,Rb,In,Cu,F,2.4,1.7,1.3,0.82,5,4,2,1,3,0.92,0.73,49,29,0.12,0.38,1.0070407,0.642023346,0,0,0,3.98,1,1,17,0.7,5,1.28,0.19,1.260273973,0.715953307,0.568093385,2.2,2.08,2,1.72,4.2,75.151,0.407582938,3,12,0.196523577,2.21,2.01,1.094292804,0.166526688,0.56,0.763821016,3.4,17.42,1.84
Rb2CuTlF6,Rb,Tl,Cu,F,2.4,1.7,1.3,0.82,6,4,2,1,3,1.5,0.73,81,29,0.28,0.43,0.885356616,0.86770428,0,0,0,3.98,1,1,17,0.7,5,1.28,0.77,2.054794521,1.167315175,0.568093385,2.36,2.08,2,1.72,4.8,110.592,0.358333333,3,12,0.196523577,2.79,2.01,1.382133995,0.038421432,0.56,0.763821016,3.4,17.42,1.76
Rb2CuMoF6,Rb,Cu,Mo,F,2.4,1.3,1.4,0.82,4,5,2,1,3,0.77,0.69,29,42,0.26,0.11,1.054519046,0.568093385,0,0,0,3.98,1,1,17,0.7,5,1.28,0.08,1.115942029,0.59922179,0.536964981,2.08,1.82,2,1.72,4,65.451,0.426799007,3,12,0.196523577,2.05,1.97,1.040506329,0.239857798,0.56,0.763821016,3.4,17.42,2.03
Rb2CuGaF6,Rb,Cu,Ga,F,2.4,1.3,1.4,0.82,4,4,2,1,3,0.77,0.62,29,31,0.09,0.07,1.073159534,0.540856031,0,0,0,3.98,1,1,17,0.7,5,1.28,0.15,1.241935484,0.59922179,0.482490272,2.08,2.17,2,1.72,4,62.099,0.434343434,3,12,0.196523577,2.05,1.9,1.078740157,0.174012978,0.56,0.763821016,3.4,17.42,1.855
Rb2CuYF6,Rb,Cu,Y,F,2.4,1.3,1.8,0.82,4,5,2,1,3,0.77,0.9,29,39,0.68,0.52,1.002290508,0.649805447,0,0,0,3.98,1,1,17,0.7,5,1.28,0.13,0.855555556,0.59922179,0.700389105,2.08,2.76,2,1.72,4.2,76.225,0.405660377,3,12,0.196523577,2.05,2.19,0.940503432,0.532272585,0.56,0.763821016,3.4,17.42,1.56
Rb2CuPrF6,Rb,Cu,Pr,F,2.4,1.3,1.8,0.82,4,6,2,1,3,0.77,0.99,29,59,0.77,0.54,0.98145768,0.684824903,0,0,0,3.98,1,1,17,0.7,5,1.28,0.22,0.777777778,0.59922179,0.770428016,2.08,2.85,2,1.72,4.3,81.183,0.397228637,3,12,0.196523577,2.05,2.27,0.903296703,0.70845481,0.56,0.763821016,3.4,17.42,1.515
Rb2CuCeF6,Rb,Cu,Ce,F,2.4,1.3,1.8,0.82,4,6,2,1,3,0.77,1.01,29,58,0.78,0.54,0.976945231,0.692607004,0,0,0,3.98,1,1,17,0.7,5,1.28,0.24,0.762376238,0.59922179,0.785992218,2.08,2.86,2,1.72,4.3,82.313,0.395402299,3,12,0.196523577,2.05,2.29,0.895424837,0.752264714,0.56,0.763821016,3.4,17.42,1.51
Rb2CuNdF6,Rb,Cu,Nd,F,2.4,1.3,1.8,0.82,4,6,2,1,3,0.77,0.98,29,60,0.76,0.53,0.983046901,0.682101167,0,0,0,3.98,1,1,17,0.7,5,1.28,0.21,0.783316378,0.59922179,0.764980545,2.08,2.84,2,1.72,4.3,80.79,0.397871848,3,12,0.196523577,2.05,2.27,0.906084656,0.693532988,0.56,0.763821016,3.4,17.42,1.52
Rb2CuScF6,Rb,Cu,Sc,F,2.4,1.3,1.6,0.82,4,4,2,1,3,0.77,0.74,29,21,0.54,0.34,1.040321115,0.589494163,0,0,0,3.98,1,1,17,0.7,5,1.28,0.03,1.033557047,0.59922179,0.579766537,2.08,2.62,2,1.72,4.1,68.167,0.421052632,3,12,0.196523577,2.05,2.03,1.012315271,0.301908533,0.56,0.763821016,3.4,17.42,1.63
Rb2CuAlF6,Rb,Cu,Al,F,2.4,1.3,1.4,0.82,4,3,2,1,3,0.77,0.54,29,13,0.29,0.15,1.096699808,0.507782101,0,0,0,3.98,1,1,17,0.7,5,1.28,0.23,1.439252336,0.59922179,0.416342412,2.08,2.37,2,1.72,3.9,58.186,0.443870968,3,12,0.196523577,2.05,1.82,1.129120879,0.111806722,0.56,0.763821016,3.4,17.42,1.755
Rb2CuIrF6,Rb,Cu,Ir,F,2.4,1.3,1.4,0.82,4,6,2,1,3,0.77,0.68,29,77,0.3,0.08,1.057142228,0.564202335,0,0,0,3.98,1,1,17,0.7,5,1.28,0.09,1.132352941,0.59922179,0.529182879,2.08,1.78,2,1.72,4,64.965,0.427860697,3,12,0.196523577,2.05,1.96,1.045801527,0.229579607,0.56,0.763821016,3.4,17.42,2.05
Rb2CuRhF6,Rb,Cu,Rh,F,2.4,1.3,1.3,0.82,4,5,2,1,3,0.77,0.67,29,45,0.38,0.06,1.061101562,0.558365759,0,0,0,3.98,1,1,17,0.7,5,1.28,0.1,1.157894737,0.59922179,0.517509728,2.08,1.7,2,1.72,4,64.24,0.429463171,3,12,0.196523577,2.05,1.95,1.053846154,0.214719509,0.56,0.763821016,3.4,17.42,2.09
Rb2CuCrF6,Rb,Cu,Cr,F,2.4,1.3,1.3,0.82,4,4,2,1,3,0.77,0.61,29,24,0.24,0,1.074516247,0.538910506,0,0,0,3.98,1,1,17,0.7,5,1.28,0.16,1.25203252,0.59922179,0.478599222,2.08,2.32,2,1.72,4,61.864,0.434892541,3,12,0.196523577,2.05,1.9,1.081578947,0.169836846,0.56,0.763821016,3.4,17.42,1.78
Rb2CuVF6,Rb,Cu,V,F,2.4,1.3,1.3,0.82,4,4,2,1,3,0.77,0.64,29,23,0.27,0.06,1.067766773,0.548638132,0,0,0,3.98,1,1,17,0.7,5,1.28,0.13,1.203125,0.59922179,0.498054475,2.08,2.35,2,1.72,4,63.045,0.432160804,3,12,0.196523577,2.05,1.92,1.067532468,0.191402009,0.56,0.763821016,3.4,17.42,1.765
Rb2CuFeF6,Rb,Cu,Fe,F,2.4,1.3,1.2,0.82,4,4,2,1,3,0.77,0.65,29,26,0.07,0.04,1.06642704,0.550583658,0,0,0,3.98,1,1,17,0.7,5,1.28,0.12,1.19379845,0.59922179,0.501945525,2.08,2.15,2,1.72,4,63.283,0.43161857,3,12,0.196523577,2.05,1.93,1.064766839,0.195923132,0.56,0.763821016,3.4,17.42,1.865
Rb2CuTbF6,Rb,Cu,Tb,F,2.4,1.3,1.8,0.82,4,6,2,1,3,0.77,0.92,29,65,0.7,0.49,0.996882889,0.658754864,0,0,0,3.98,1,1,17,0.7,5,1.28,0.15,0.834236186,0.59922179,0.718287938,2.08,2.78,2,1.72,4.3,77.472,0.403471734,3,12,0.196523577,2.05,2.21,0.930706522,0.574131893,0.56,0.763821016,3.4,17.42,1.55
Rb2CuMnF6,Rb,Cu,Mn,F,2.4,1.3,1.3,0.82,4,4,2,1,3,0.77,0.65,29,25,0.35,0.01,1.06642704,0.550583658,0,0,0,3.98,1,1,17,0.7,5,1.28,0.12,1.19379845,0.59922179,0.501945525,2.08,2.43,2,1.72,4,63.283,0.43161857,3,12,0.196523577,2.05,1.93,1.064766839,0.195923132,0.56,0.763821016,3.4,17.42,1.725
Rb2CuLaF6,Rb,Cu,La,F,2.4,1.3,1.9,0.82,4,6,2,1,3,0.77,1.03,29,57,0.8,0.59,0.972029221,0.701167315,0,0,0,3.98,1,1,17,0.7,5,1.28,0.26,0.746124031,0.59922179,0.80311284,2.08,2.88,2,1.72,4.4,83.568,0.393412626,3,12,0.196523577,2.05,2.32,0.886922745,0.802501147,0.56,0.763821016,3.4,17.42,1.5
Rb2CuCoF6,Rb,Cu,Co,F,2.4,1.3,1.2,0.82,4,4,2,1,3,0.77,0.55,29,27,0.02,0.03,1.0938769,0.511673152,0,0,0,3.98,1,1,17,0.7,5,1.28,0.22,1.412844037,0.59922179,0.424124514,2.08,2.1,2,1.72,3.9,58.637,0.442728443,3,12,0.196523577,2.05,1.83,1.12295082,0.118194176,0.56,0.763821016,3.4,17.42,1.89
Rb2CuSmF6,Rb,Cu,Sm,F,2.4,1.3,1.8,0.82,4,6,2,1,3,0.77,0.96,29,62,0.73,0.52,0.98876495,0.672373541,0,0,0,3.98,1,1,17,0.7,5,1.28,0.19,0.803757829,0.59922179,0.745525292,2.08,2.81,2,1.72,4.3,79.396,0.400186133,3,12,0.196523577,2.05,2.24,0.916183683,0.641952799,0.56,0.763821016,3.4,17.42,1.535
Rb2CuDyF6,Rb,Cu,Dy,F,2.4,1.3,1.8,0.82,4,6,2,1,3,0.77,0.91,29,66,0.68,0.49,0.999461843,0.654474708,0,0,0,3.98,1,1,17,0.7,5,1.28,0.14,0.844298246,0.59922179,0.709727626,2.08,2.76,2,1.72,4.3,76.874,0.404515522,3,12,0.196523577,2.05,2.2,0.935366409,0.553848629,0.56,0.763821016,3.4,17.42,1.56
Rb2CuErF6,Rb,Cu,Er,F,2.4,1.3,1.8,0.82,4,6,2,1,3,0.77,0.89,29,68,0.66,0.47,1.004659989,0.645914397,0,0,0,3.98,1,1,17,0.7,5,1.28,0.12,0.865168539,0.59922179,0.692607004,2.08,2.74,2,1.72,4.2,75.687,0.406619385,3,12,0.196523577,2.05,2.17,0.944827586,0.514726573,0.56,0.763821016,3.4,17.42,1.57
Rb2CuTmF6,Rb,Cu,Tm,F,2.4,1.3,1.7,0.82,4,6,2,1,3,0.77,0.88,29,69,0.65,0.46,1.0070407,0.642023346,0,0,0,3.98,1,1,17,0.7,5,1.28,0.11,0.875,0.59922179,0.684824903,2.08,2.73,2,1.72,4.2,75.151,0.407582938,3,12,0.196523577,2.05,2.17,0.949191686,0.497570457,0.56,0.763821016,3.4,17.42,1.575
Rb2CuEuF6,Rb,Cu,Eu,F,2.4,1.3,2,0.82,4,6,2,1,3,0.77,0.95,29,63,0.7,0.71,0.991302019,0.668093385,0,0,0,3.98,1,1,17,0.7,5,1.28,0.18,0.813093981,0.59922179,0.736964981,2.08,2.78,2,1.72,4.3,78.788,0.401212969,3,12,0.196523577,2.05,2.23,0.920698925,0.62009254,0.56,0.763821016,3.4,17.42,1.55
Rb2CuGdF6,Rb,Cu,Gd,F,2.4,1.3,1.8,0.82,4,6,2,1,3,0.77,0.94,29,64,0.7,0.51,0.993387507,0.66459144,0,0,0,3.98,1,1,17,0.7,5,1.28,0.17,0.820895522,0.59922179,0.729961089,2.08,2.78,2,1.72,4.3,78.293,0.402057036,3,12,0.196523577,2.05,2.22,0.924426451,0.602580516,0.56,0.763821016,3.4,17.42,1.55
Rb2CuTiF6,Rb,Cu,Ti,F,2.4,1.3,1.5,0.82,4,4,2,1,3,0.77,0.67,29,22,0.36,0.19,1.059778493,0.560311284,0,0,0,3.98,1,1,17,0.7,5,1.28,0.1,1.149253731,0.59922179,0.521400778,2.08,2.44,2,1.72,4,64.481,0.428927681,3,12,0.196523577,2.05,1.96,1.051150895,0.219599313,0.56,0.763821016,3.4,17.42,1.72
Rb2CuLuF6,Rb,Cu,Lu,F,2.4,1.3,1.7,0.82,4,6,2,1,3,0.77,0.86,29,71,0.63,0.45,1.011595276,0.63463035,0,0,0,3.98,1,1,17,0.7,5,1.28,0.09,0.894308943,0.59922179,0.670038911,2.08,2.71,2,1.72,4.2,74.141,0.409426327,3,12,0.196523577,2.05,2.15,0.957595527,0.466032307,0.56,0.763821016,3.4,17.42,1.585
Rb2CuHoF6,Rb,Cu,Ho,F,2.4,1.3,1.8,0.82,4,6,2,1,3,0.77,0.9,29,67,0.67,0.48,1.002054175,0.650194553,0,0,0,3.98,1,1,17,0.7,5,1.28,0.13,0.854605993,0.59922179,0.701167315,2.08,2.75,2,1.72,4.2,76.279,0.405564725,3,12,0.196523577,2.05,2.19,0.940073193,0.534048799,0.56,0.763821016,3.4,17.42,1.565
Rb2CuYbF6,Rb,Cu,Yb,F,2.4,1.3,1.9,0.82,4,6,2,1,3,0.77,0.87,29,70,0.8,0.66,1.009912489,0.637354086,0,0,0,3.98,1,1,17,0.7,5,1.28,0.1,0.887096774,0.59922179,0.675486381,2.08,2.88,2,1.72,4.2,74.512,0.408745247,3,12,0.196523577,2.05,2.15,0.954482118,0.47749161,0.56,0.763821016,3.4,17.42,1.5
Rb2CuUF6,Rb,Cu,U,F,2.4,1.3,1.6,0.82,4,7,2,1,3,0.77,1.02,29,92,0.52,0.28,0.973588031,0.69844358,0,0,0,3.98,1,1,17,0.7,5,1.28,0.25,0.751219512,0.59922179,0.79766537,2.08,2.6,2,1.72,4.4,83.167,0.394043528,3,12,0.196523577,2.05,2.31,0.88961039,0.786281696,0.56,0.763821016,3.4,17.42,1.64
Rb2NdAuF6,Rb,Au,Nd,F,2.4,1.4,1.8,0.82,6,6,2,1,3,0.85,0.98,79,60,1.4,0.37,0.9651855,0.713229572,0,0,0,3.98,1,1,17,0.7,5,1.28,0.13,0.864699898,0.661478599,0.764980545,1.44,2.84,2,1.72,4.4,85.358,0.390642744,3,12,0.196523577,2.13,2.27,0.941358025,0.515563925,0.56,0.763821016,3.4,17.42,1.84
Rb2PrAuF6,Rb,Au,Pr,F,2.4,1.4,1.8,0.82,6,6,2,1,3,0.85,0.99,79,59,1.41,0.38,0.963653459,0.715953307,0,0,0,3.98,1,1,17,0.7,5,1.28,0.14,0.858585859,0.661478599,0.770428016,1.44,2.85,2,1.72,4.4,85.766,0.390022676,3,12,0.196523577,2.13,2.27,0.938461538,0.526656625,0.56,0.763821016,3.4,17.42,1.835
Rb2CeAuF6,Rb,Au,Ce,F,2.4,1.4,1.8,0.82,6,6,2,1,3,0.85,1.01,79,58,1.42,0.38,0.959302879,0.723735409,0,0,0,3.98,1,1,17,0.7,5,1.28,0.16,0.841584158,0.661478599,0.785992218,1.44,2.86,2,1.72,4.4,86.938,0.388261851,3,12,0.196523577,2.13,2.29,0.930283224,0.559224371,0.56,0.763821016,3.4,17.42,1.83
Rb2LaAuF6,Rb,Au,La,F,2.4,1.4,1.9,0.82,6,6,2,1,3,0.85,1.03,79,57,1.44,0.43,0.954562389,0.73229572,0,0,0,3.98,1,1,17,0.7,5,1.28,0.18,0.823643411,0.661478599,0.80311284,1.44,2.88,2,1.72,4.5,88.24,0.386343217,3,12,0.196523577,2.13,2.32,0.921450151,0.596569519,0.56,0.763821016,3.4,17.42,1.82
Rb2SmAuF6,Rb,Au,Sm,F,2.4,1.4,1.8,0.82,6,6,2,1,3,0.85,0.96,79,62,1.37,0.36,0.970697066,0.703501946,0,0,0,3.98,1,1,17,0.7,5,1.28,0.11,0.887265136,0.661478599,0.745525292,1.44,2.81,2,1.72,4.4,83.913,0.392873458,3,12,0.196523577,2.13,2.24,0.951850201,0.477219845,0.56,0.763821016,3.4,17.42,1.855
Rb2TbAuF6,Rb,Au,Tb,F,2.4,1.4,1.8,0.82,6,6,2,1,3,0.85,0.92,79,65,1.34,0.33,0.978519861,0.689883268,0,0,0,3.98,1,1,17,0.7,5,1.28,0.07,0.920910076,0.661478599,0.718287938,1.44,2.78,2,1.72,4.3,81.916,0.396039604,3,12,0.196523577,2.13,2.21,0.966938406,0.426802615,0.56,0.763821016,3.4,17.42,1.87
Rb2ErAuF6,Rb,Au,Er,F,2.4,1.4,1.8,0.82,6,6,2,1,3,0.85,0.89,79,68,1.3,0.31,0.986012008,0.677042802,0,0,0,3.98,1,1,17,0.7,5,1.28,0.04,0.95505618,0.661478599,0.692607004,1.44,2.74,2,1.72,4.3,80.063,0.399071926,3,12,0.196523577,2.13,2.17,0.981609195,0.382641428,0.56,0.763821016,3.4,17.42,1.89
Rb2DyAuF6,Rb,Au,Dy,F,2.4,1.4,1.8,0.82,6,6,2,1,3,0.85,0.91,79,66,1.32,0.33,0.98100456,0.685603113,0,0,0,3.98,1,1,17,0.7,5,1.28,0.06,0.932017544,0.661478599,0.709727626,1.44,2.76,2,1.72,4.3,81.295,0.397045245,3,12,0.196523577,2.13,2.2,0.9717797,0.411724284,0.56,0.763821016,3.4,17.42,1.88
Rb2LuAuF6,Rb,Au,Lu,F,2.4,1.4,1.7,0.82,6,6,2,1,3,0.85,0.86,79,71,1.27,0.29,0.99269137,0.665758755,0,0,0,3.98,1,1,17,0.7,5,1.28,0.01,0.987224158,0.661478599,0.670038911,1.44,2.71,2,1.72,4.3,78.458,0.401775286,3,12,0.196523577,2.13,2.15,0.994874185,0.346442706,0.56,0.763821016,3.4,17.42,1.905
Rb2TmAuF6,Rb,Au,Tm,F,2.4,1.4,1.7,0.82,6,6,2,1,3,0.85,0.88,79,69,1.29,0.3,0.988305059,0.673151751,0,0,0,3.98,1,1,17,0.7,5,1.28,0.03,0.965909091,0.661478599,0.684824903,1.44,2.73,2,1.72,4.3,79.507,0.4,3,12,0.196523577,2.13,2.17,0.986143187,0.369887781,0.56,0.763821016,3.4,17.42,1.895
Rb2EuAuF6,Rb,Au,Eu,F,2.4,1.4,2,0.82,6,6,2,1,3,0.85,0.95,79,63,1.34,0.55,0.973142147,0.69922179,0,0,0,3.98,1,1,17,0.7,5,1.28,0.1,0.897571278,0.661478599,0.736964981,1.44,2.78,2,1.72,4.4,83.282,0.393863064,3,12,0.196523577,2.13,2.23,0.956541219,0.460969196,0.56,0.763821016,3.4,17.42,1.87
Rb2GdAuF6,Rb,Au,Gd,F,2.4,1.4,1.8,0.82,6,6,2,1,3,0.85,0.94,79,64,1.34,0.35,0.975151848,0.695719844,0,0,0,3.98,1,1,17,0.7,5,1.28,0.09,0.906183369,0.661478599,0.729961089,1.44,2.78,2,1.72,4.4,82.768,0.394676457,3,12,0.196523577,2.13,2.22,0.960413855,0.447950972,0.56,0.763821016,3.4,17.42,1.87
Rb2NaRuCl6,Rb,Na,Ru,Cl,2.4,1.9,1.3,0.82,3,5,3,1,3,1.02,0.68,11,44,1.27,0.52,0.938378548,0.46961326,1,0,0,3.16,0,1,17,1,5,1.81,0.34,1.5,0.563535912,0.375690608,2.23,0.96,2,1.72,5.3,150.569,0.323308271,3.53,12,0.196523577,2.83,2.49,1.136546185,0.098765432,3.66,0.763821016,3.61,12.97,1.565
Rb2NaIrCl6,Rb,Na,Ir,Cl,2.4,1.9,1.4,0.82,3,6,3,1,3,1.02,0.68,11,77,1.27,0.5,0.938378548,0.46961326,1,0,0,3.16,0,1,17,1,5,1.81,0.34,1.5,0.563535912,0.375690608,2.23,0.96,2,1.72,5.3,150.569,0.323308271,3.53,12,0.196523577,2.83,2.49,1.136546185,0.098765432,3.66,0.763821016,3.61,12.97,1.565
Rb2NaRhCl6,Rb,Na,Rh,Cl,2.4,1.9,1.3,0.82,3,5,3,1,3,1.02,0.67,11,45,1.35,0.52,0.941031833,0.465469613,1,0,0,3.16,0,1,17,1,5,1.81,0.35,1.533834586,0.563535912,0.367403315,2.23,0.88,2,1.72,5.3,149.299,0.324222432,3.53,12,0.196523577,2.83,2.48,1.143434343,0.0923726,3.66,0.763821016,3.61,12.97,1.605
Rb2NaFeCl6,Rb,Na,Fe,Cl,2.4,1.9,1.2,0.82,3,4,3,1,3,1.02,0.65,11,26,0.9,0.62,0.944592975,0.459944751,1,0,0,3.16,0,1,17,1,5,1.81,0.38,1.581395349,0.563535912,0.356353591,2.23,1.33,2,1.72,5.3,147.617,0.325449385,3.53,12,0.196523577,2.83,2.46,1.152749491,0.084286375,3.66,0.763821016,3.61,12.97,1.38
Rb2NaMnCl6,Rb,Na,Mn,Cl,2.4,1.9,1.3,0.82,3,4,3,1,3,1.02,0.65,11,25,0.62,0.59,0.944592975,0.459944751,1,0,0,3.16,0,1,17,1,5,1.81,0.38,1.581395349,0.563535912,0.356353591,2.23,1.61,2,1.72,5.3,147.617,0.325449385,3.53,12,0.196523577,2.83,2.46,1.152749491,0.084286375,3.66,0.763821016,3.61,12.97,1.24
Rb2NaNiCl6,Rb,Na,Ni,Cl,2.4,1.9,1.2,0.82,3,4,3,1,3,1.02,0.56,11,28,0.98,0.62,0.960033438,0.436464088,1,0,0,3.16,0,1,17,1,5,1.81,0.46,1.821428571,0.563535912,0.309392265,2.23,1.25,2,1.72,5.2,140.608,0.330769231,3.53,12,0.196523577,2.83,2.37,1.194092827,0.055162293,3.66,0.763821016,3.61,12.97,1.42
Rb2NaCoCl6,Rb,Na,Co,Cl,2.4,1.9,1.2,0.82,3,4,3,1,3,1.02,0.55,11,27,0.95,0.61,0.962810776,0.432320442,1,0,0,3.16,0,1,17,1,5,1.81,0.47,1.871559633,0.563535912,0.301104972,2.23,1.28,2,1.72,5.2,139.395,0.331726133,3.53,12,0.196523577,2.83,2.35,1.201698514,0.050847281,3.66,0.763821016,3.61,12.97,1.405
