Formula,Band Gap,Is Gap Direct,B1_radius,B2_radius,A_electroneg,B1_row,B2_row,B2_ionic_radius,B1_electrons,B_electroneg_diff,B_radius_diff,tolerance_factor,octahedral_factor,X_is_Cl,X_is_Br,X_is_I,X_is_F,B1_B2_ionic_radius_diff,B2_X_ionic_radius_ratio,B1_X_electroneg_diff,B2_X_electroneg_diff,B1_B2_valence_electrons_diff,A_ionic_radius,lattice_constant,A_radius_ratio_in_cell,A_X_bond_length,B1_X_bond_length,B1_B2_charge_density_ratio,X_electron_affinity,B_electroneg_avg
K2RbMoF6,3.0563,False,2.35,1.45,0.82,5,5.0,0.69,37.0,1.34,0.9,0.86539219,0.859922179,0,0,0,1,0.83,0.536964981,3.16,1.82,5,1.38,4.78,0.577405858,2.665,2.805,0.151315789,3.40119,1.49
K2RbYF6,5.6436,True,2.35,1.8,0.82,5,5.0,0.9,37.0,0.4,0.55,0.82897288,0.941634241,0,0,0,1,0.62,0.700389105,3.16,2.76,2,1.38,4.99,0.553106212,2.665,2.805,0.197368421,3.40119,1.02
K2RbSbF6,3.5055,False,2.35,1.45,0.82,5,5.0,0.76,37.0,1.23,0.9,0.852901994,0.887159533,0,0,0,1,0.76,0.591439689,3.16,1.93,14,1.38,4.85,0.569072165,2.665,2.805,0.166666667,3.40119,1.435
K2RbPrF6,5.2136,False,2.35,1.85,0.82,5,6.0,0.99,37.0,0.31,0.5,0.814286352,0.976653696,0,0,0,1,0.53,0.770428016,3.16,2.85,22,1.38,5.08,0.543307087,2.665,2.805,0.217105263,3.40119,0.975
K2RbNdF6,5.2708,False,2.35,1.85,0.82,5,6.0,0.983,37.0,0.32,0.5,0.815409949,0.973929961,0,0,0,1,0.537,0.764980545,3.16,2.84,23,1.38,5.073,0.544056771,2.665,2.805,0.215570175,3.40119,0.98
K2RbCeF6,0.0,False,2.35,1.85,0.82,5,6.0,1.01,37.0,0.3,0.5,0.811093073,0.984435798,0,0,0,1,0.51,0.785992218,3.16,2.86,21,1.38,5.1,0.541176471,2.665,2.805,0.221491228,3.40119,0.97
K2RbBiF6,4.2159,False,2.35,1.6,0.82,5,6.0,1.03,37.0,1.2,0.75,0.80792474,0.992217899,0,0,0,1,0.49,0.80155642,3.16,1.96,46,1.38,5.12,0.5390625,2.665,2.805,0.225877193,3.40119,1.42
K2NaSbF6,3.9986,False,1.8,1.45,0.82,3,5.0,0.76,11.0,1.12,0.35,0.950936706,0.692607004,0,0,0,1,0.26,0.591439689,3.05,1.93,40,1.38,4.35,0.634482759,2.665,2.305,0.248366013,3.40119,1.49
K2NaPrF6,5.9483,False,1.8,1.85,0.82,3,6.0,0.99,11.0,0.2,0.05,0.903182242,0.782101167,0,0,0,1,0.03,0.770428016,3.05,2.85,48,1.38,4.58,0.602620087,2.665,2.305,0.323529412,3.40119,1.03
K2NaNdF6,5.9905,True,1.8,1.85,0.82,3,6.0,0.983,11.0,0.21,0.05,0.904564765,0.779377432,0,0,0,1,0.037,0.764980545,3.05,2.84,49,1.38,4.573,0.603542532,2.665,2.305,0.32124183,3.40119,1.035
K2NaBiF6,4.8062,False,1.8,1.6,0.82,3,6.0,1.03,11.0,1.09,0.2,0.895362483,0.79766537,0,0,0,1,0.01,0.80155642,3.05,1.96,72,1.38,4.62,0.597402597,2.665,2.305,0.336601307,3.40119,1.475
K2LiYF6,6.6971,True,1.45,1.8,0.82,2,5.0,0.9,3.0,0.24,0.35,0.977913634,0.645914397,0,0,0,1,0.14,0.700389105,3.0,2.76,36,1.38,4.23,0.65248227,2.665,2.045,0.394736842,3.40119,1.1
K2LiSbF6,4.1086,False,1.45,1.45,0.82,2,5.0,0.76,3.0,1.07,0.0,1.01138745,0.591439689,0,0,0,1,0.0,0.591439689,3.0,1.93,48,1.38,4.09,0.674816626,2.665,2.045,0.333333333,3.40119,1.515
K2LiNdF6,6.3791,True,1.45,1.85,0.82,2,6.0,0.983,3.0,0.16,0.4,0.959094521,0.678210117,0,0,0,1,0.223,0.764980545,3.0,2.84,57,1.38,4.313,0.639925806,2.665,2.045,0.431140351,3.40119,1.06
K2LiMoF6,4.4161,False,1.45,1.45,0.82,2,5.0,0.69,3.0,1.18,0.0,1.028998674,0.564202335,0,0,0,1,0.07,0.536964981,3.0,1.82,39,1.38,4.02,0.686567164,2.665,2.045,0.302631579,3.40119,1.57
K2LiBiF6,4.8822,False,1.45,1.6,0.82,2,6.0,1.03,3.0,1.04,0.15,0.948755658,0.696498054,0,0,0,1,0.27,0.80155642,3.0,1.96,80,1.38,4.36,0.633027523,2.665,2.045,0.451754386,3.40119,1.5
K2CuSbF6,0.8543,False,1.35,1.45,0.82,4,5.0,0.76,29.0,0.15,0.1,1.008920651,0.595330739,0,0,0,1,0.01,0.591439689,2.08,1.93,22,1.38,4.1,0.673170732,2.665,2.055,0.329004329,3.40119,1.975
K2PrCuF6,0.316,False,1.35,1.85,0.82,4,6.0,0.99,29.0,0.77,0.5,0.955329023,0.684824903,0,0,0,1,0.22,0.770428016,2.08,2.85,30,1.38,4.33,0.637413395,2.665,2.055,0.428571429,3.40119,1.515
K2CuBiF6,0.8218,False,1.35,1.6,0.82,4,6.0,1.03,29.0,0.12,0.25,0.946584593,0.700389105,0,0,0,1,0.26,0.80155642,2.08,1.96,54,1.38,4.37,0.631578947,2.665,2.055,0.445887446,3.40119,1.96
K2AgMoF6,2.5573,True,1.6,1.45,0.82,5,5.0,0.69,47.0,0.23,0.15,0.937998791,0.715953307,0,0,0,1,0.46,0.536964981,2.05,1.82,5,1.38,4.41,0.62585034,2.665,2.435,0.2,3.40119,2.045
K2YAgF6,2.6382,False,1.6,1.8,0.82,5,5.0,0.9,47.0,0.71,0.2,0.895362483,0.79766537,0,0,0,1,0.25,0.700389105,2.05,2.76,8,1.38,4.62,0.597402597,2.665,2.435,0.260869565,3.40119,1.575
K2AgSbF6,2.0454,False,1.6,1.45,0.82,5,5.0,0.76,47.0,0.12,0.15,0.92334256,0.743190661,0,0,0,1,0.39,0.591439689,2.05,1.93,4,1.38,4.48,0.616071429,2.665,2.435,0.220289855,3.40119,1.99
K2PrAgF6,2.5361,False,1.6,1.85,0.82,5,6.0,0.99,47.0,0.8,0.25,0.878253645,0.832684825,0,0,0,1,0.16,0.770428016,2.05,2.85,12,1.38,4.71,0.585987261,2.665,2.435,0.286956522,3.40119,1.53
K2NdAgF6,2.4403,False,1.6,1.85,0.82,5,6.0,0.983,47.0,0.79,0.25,0.879560848,0.829961089,0,0,0,1,0.167,0.764980545,2.05,2.84,13,1.38,4.703,0.586859451,2.665,2.435,0.284927536,3.40119,1.535
K2AgBiF6,2.3982,False,1.6,1.6,0.82,5,6.0,1.03,47.0,0.09,0.0,0.870857825,0.848249027,0,0,0,1,0.12,0.80155642,2.05,1.96,36,1.38,4.75,0.581052632,2.665,2.435,0.298550725,3.40119,1.975
K2TlCoF6,2.5182,False,1.9,1.35,0.82,6,4.0,0.61,81.0,0.26,0.55,0.883883476,0.821011673,0,0,0,1,0.89,0.474708171,2.36,2.1,54,1.38,4.68,0.58974359,2.665,2.785,0.135555556,3.40119,1.75
K2NaCoF6,2.9932,True,1.8,1.35,0.82,3,4.0,0.61,11.0,0.95,0.45,0.984898731,0.634241245,0,0,0,1,0.41,0.474708171,3.05,2.1,16,1.38,4.2,0.657142857,2.665,2.305,0.199346405,3.40119,1.405
K2NaGaF6,5.952,True,1.8,1.3,0.82,3,4.0,0.62,11.0,0.88,0.5,0.982559304,0.638132296,0,0,0,1,0.4,0.482490272,3.05,2.17,20,1.38,4.21,0.655581948,2.665,2.305,0.202614379,3.40119,1.37
K2LiTiF6,0.0,False,1.45,1.4,0.82,2,4.0,0.67,3.0,0.56,0.05,1.034143667,0.556420233,0,0,0,1,0.09,0.521400778,3.0,2.44,19,1.38,4.0,0.69,2.665,2.045,0.293859649,3.40119,1.26
K2NaAsF6,4.4981,False,1.8,1.15,0.82,3,4.0,0.58,11.0,1.25,0.65,0.991984333,0.622568093,0,0,0,1,0.44,0.451361868,3.05,1.8,22,1.38,4.17,0.661870504,2.665,2.305,0.189542484,3.40119,1.555
K2LiScF6,6.7733,True,1.45,1.6,0.82,2,4.0,0.745,3.0,0.38,0.15,1.015110348,0.585603113,0,0,0,1,0.015,0.579766537,3.0,2.62,18,1.38,4.075,0.677300613,2.665,2.045,0.326754386,3.40119,1.17
K2LiAuF6,0.4499,True,1.45,1.35,0.82,2,6.0,0.85,3.0,1.56,0.1,0.989611165,0.626459144,0,0,0,1,0.09,0.661478599,3.0,1.44,76,1.38,4.18,0.660287081,2.665,2.045,0.372807018,3.40119,1.76
K2LiGaF6,6.1271,True,1.45,1.3,0.82,2,4.0,0.62,3.0,0.83,0.15,1.047234094,0.536964981,0,0,0,1,0.14,0.482490272,3.0,2.17,28,1.38,3.95,0.698734177,2.665,2.045,0.271929825,3.40119,1.395
K2RbScF6,5.8541,True,2.35,1.6,0.82,5,4.0,0.745,37.0,0.54,0.75,0.855548019,0.881322957,0,0,0,1,0.775,0.579766537,3.16,2.62,16,1.38,4.835,0.570837642,2.665,2.805,0.163377193,3.40119,1.09
K2YInF6,3.3664,True,1.55,1.8,0.82,5,5.0,0.9,49.0,0.56,0.25,0.96875285,0.661478599,0,0,0,1,0.1,0.700389105,2.2,2.76,10,1.38,4.27,0.646370023,2.665,2.085,0.375,3.40119,1.5
K2YTlF6,4.3847,False,1.9,1.8,0.82,6,5.0,0.9,81.0,0.4,0.1,0.832308787,0.93385214,0,0,0,1,0.6,0.700389105,2.36,2.76,42,1.38,4.97,0.555331992,2.665,2.785,0.2,3.40119,1.42
K2TlSbF6,2.6523,False,1.9,1.45,0.82,6,5.0,0.76,81.0,0.43,0.45,0.856433679,0.879377432,0,0,0,1,0.74,0.591439689,2.36,1.93,30,1.38,4.83,0.571428571,2.665,2.785,0.168888889,3.40119,1.835
K2RbGaF6,5.5929,True,2.35,1.3,0.82,5,4.0,0.62,37.0,0.99,1.05,0.878253645,0.832684825,0,0,0,1,0.9,0.482490272,3.16,2.17,6,1.38,4.71,0.585987261,2.665,2.805,0.135964912,3.40119,1.315
K2LiNiF6,0.0,False,1.45,1.35,0.82,2,4.0,0.6,3.0,0.93,0.1,1.052563529,0.529182879,0,0,0,1,0.16,0.46692607,3.0,2.07,25,1.38,3.93,0.702290076,2.665,2.045,0.263157895,3.40119,1.445
K2LiCoF6,0.0,False,1.45,1.35,0.82,2,4.0,0.61,3.0,0.9,0.1,1.049892048,0.53307393,0,0,0,1,0.15,0.474708171,3.0,2.1,24,1.38,3.94,0.700507614,2.665,2.045,0.26754386,3.40119,1.43
K2RbCrF6,4.5029,False,2.35,1.4,0.82,5,4.0,0.615,37.0,0.84,0.95,0.879186965,0.8307393,0,0,0,1,0.905,0.478599222,3.16,2.32,13,1.38,4.705,0.586609989,2.665,2.805,0.134868421,3.40119,1.24
K2TlNiF6,0.0,False,1.9,1.35,0.82,6,4.0,0.6,81.0,0.29,0.55,0.885776161,0.817120623,0,0,0,1,0.9,0.46692607,2.36,2.07,53,1.38,4.67,0.591006424,2.665,2.785,0.133333333,3.40119,1.765
K2TlVF6,0.0,False,1.9,1.35,0.82,6,4.0,0.64,81.0,0.01,0.55,0.878253645,0.832684825,0,0,0,1,0.86,0.498054475,2.36,2.35,58,1.38,4.71,0.585987261,2.665,2.785,0.142222222,3.40119,1.625
K2TlRhF6,1.9609,False,1.9,1.35,0.82,6,5.0,0.665,81.0,0.66,0.55,0.873616615,0.842412451,0,0,0,1,0.835,0.517509728,2.36,1.7,36,1.38,4.735,0.582893347,2.665,2.785,0.147777778,3.40119,1.95
K2MnTlF6,0.0,False,1.9,1.4,0.82,6,4.0,0.645,81.0,0.07,0.5,0.877322305,0.83463035,0,0,0,1,0.855,0.501945525,2.36,2.43,56,1.38,4.715,0.585365854,2.665,2.785,0.143333333,3.40119,1.585
K2TlGaF6,4.1618,False,1.9,1.3,0.82,6,4.0,0.62,81.0,0.19,0.6,0.881998864,0.824902724,0,0,0,1,0.88,0.482490272,2.36,2.17,50,1.38,4.69,0.588486141,2.665,2.785,0.137777778,3.40119,1.715
K2TlFeF6,2.5608,False,1.9,1.4,0.82,6,4.0,0.645,81.0,0.21,0.5,0.877322305,0.83463035,0,0,0,1,0.855,0.501945525,2.36,2.15,55,1.38,4.715,0.585365854,2.665,2.785,0.143333333,3.40119,1.725
K2TlCrF6,4.0416,False,1.9,1.4,0.82,6,4.0,0.615,81.0,0.04,0.5,0.882940164,0.822957198,0,0,0,1,0.885,0.478599222,2.36,2.32,57,1.38,4.685,0.589114194,2.665,2.785,0.136666667,3.40119,1.64
K2TlAuF6,0.0,False,1.9,1.35,0.82,6,6.0,0.85,81.0,0.92,0.55,0.840767209,0.914396887,0,0,0,1,0.65,0.661478599,2.36,1.44,2,1.38,4.92,0.56097561,2.665,2.785,0.188888889,3.40119,2.08
K2AlTlF6,4.7049,False,1.9,1.25,0.82,6,3.0,0.535,81.0,0.01,0.65,0.898278973,0.791828794,0,0,0,1,0.965,0.416342412,2.36,2.37,68,1.38,4.605,0.599348534,2.665,2.785,0.118888889,3.40119,1.615
K2RbVF6,0.0,False,2.35,1.35,0.82,5,4.0,0.64,37.0,0.81,1.0,0.874540099,0.840466926,0,0,0,1,0.88,0.498054475,3.16,2.35,14,1.38,4.73,0.583509514,2.665,2.805,0.140350877,3.40119,1.225
K2RbMnF6,0.0,False,2.35,1.4,0.82,5,4.0,0.645,37.0,0.73,0.95,0.873616615,0.842412451,0,0,0,1,0.875,0.501945525,3.16,2.43,12,1.38,4.735,0.582893347,2.665,2.805,0.141447368,3.40119,1.185
K2RbCoF6,3.2015,False,2.35,1.35,0.82,5,4.0,0.61,37.0,1.06,1.0,0.88012227,0.828793774,0,0,0,1,0.91,0.474708171,3.16,2.1,10,1.38,4.7,0.587234043,2.665,2.805,0.13377193,3.40119,1.35
K2RbAlF6,5.9464,True,2.35,1.25,0.82,5,3.0,0.535,37.0,0.79,1.1,0.894394523,0.799610895,0,0,0,1,0.985,0.416342412,3.16,2.37,24,1.38,4.625,0.596756757,2.665,2.805,0.117324561,3.40119,1.215
K2TiTlF6,0.0,False,1.9,1.4,0.82,6,4.0,0.67,81.0,0.08,0.5,0.872695078,0.844357977,0,0,0,1,0.83,0.521400778,2.36,2.44,59,1.38,4.74,0.582278481,2.665,2.785,0.148888889,3.40119,1.58
K2TlRuF6,0.0,False,1.9,1.3,0.82,6,5.0,0.68,81.0,0.58,0.6,0.870857825,0.848249027,0,0,0,1,0.82,0.529182879,2.36,1.78,37,1.38,4.75,0.581052632,2.665,2.785,0.151111111,3.40119,1.91
K2TlMoF6,3.7506,False,1.9,1.45,0.82,6,5.0,0.69,81.0,0.54,0.45,0.869028292,0.852140078,0,0,0,1,0.81,0.536964981,2.36,1.82,39,1.38,4.76,0.579831933,2.665,2.785,0.153333333,3.40119,1.89
K2TlIrF6,2.2493,False,1.9,1.35,0.82,6,6.0,0.68,81.0,0.58,0.55,0.870857825,0.848249027,0,0,0,1,0.82,0.529182879,2.36,1.78,4,1.38,4.75,0.581052632,2.665,2.785,0.151111111,3.40119,1.91
K2TlInF6,3.6161,False,1.9,1.55,0.82,6,5.0,0.8,81.0,0.16,0.35,0.849399316,0.894941634,0,0,0,1,0.7,0.622568093,2.36,2.2,32,1.38,4.87,0.566735113,2.665,2.785,0.177777778,3.40119,1.7
K2TlAsF6,2.726,True,1.9,1.15,0.82,6,4.0,0.58,81.0,0.56,0.75,0.889585951,0.809338521,0,0,0,1,0.92,0.451361868,2.36,1.8,48,1.38,4.65,0.593548387,2.665,2.785,0.128888889,3.40119,1.9
K2RbTiF6,0.0,False,2.35,1.4,0.82,5,4.0,0.67,37.0,0.72,0.95,0.869028292,0.852140078,0,0,0,1,0.85,0.521400778,3.16,2.44,15,1.38,4.76,0.579831933,2.665,2.805,0.146929825,3.40119,1.18
K2RbRuF6,0.0,False,2.35,1.3,0.82,5,5.0,0.68,37.0,1.38,1.05,0.86720643,0.856031128,0,0,0,1,0.84,0.529182879,3.16,1.78,7,1.38,4.77,0.578616352,2.665,2.805,0.149122807,3.40119,1.51
K2RbRhF6,2.2056,True,2.35,1.35,0.82,5,5.0,0.665,37.0,1.46,1.0,0.869942097,0.850194553,0,0,0,1,0.855,0.517509728,3.16,1.7,8,1.38,4.755,0.58044164,2.665,2.805,0.145833333,3.40119,1.55
K2RbIrF6,2.2706,False,2.35,1.35,0.82,5,6.0,0.68,37.0,1.38,1.0,0.86720643,0.856031128,0,0,0,1,0.84,0.529182879,3.16,1.78,40,1.38,4.77,0.578616352,2.665,2.805,0.149122807,3.40119,1.51
K2RbInF6,5.1078,False,2.35,1.55,0.82,5,5.0,0.8,37.0,0.96,0.8,0.84592529,0.902723735,0,0,0,1,0.72,0.622568093,3.16,2.2,12,1.38,4.89,0.564417178,2.665,2.805,0.175438596,3.40119,1.3
K2RbAuF6,0.7578,False,2.35,1.35,0.82,5,6.0,0.85,37.0,1.72,1.0,0.837363294,0.922178988,0,0,0,1,0.67,0.661478599,3.16,1.44,42,1.38,4.94,0.558704453,2.665,2.805,0.186403509,3.40119,1.68
K2RbAsF6,3.8905,False,2.35,1.15,0.82,5,4.0,0.58,37.0,1.36,1.2,0.885776161,0.817120623,0,0,0,1,0.94,0.451361868,3.16,1.8,4,1.38,4.67,0.591006424,2.665,2.805,0.127192982,3.40119,1.5
K2TlBiF6,3.1816,False,1.9,1.6,0.82,6,6.0,1.03,81.0,0.4,0.3,0.811093073,0.984435798,0,0,0,1,0.47,0.80155642,2.36,1.96,2,1.38,5.1,0.541176471,2.665,2.785,0.228888889,3.40119,1.82
K2RbTlF6,3.7342,False,2.35,1.9,0.82,5,6.0,1.5,37.0,0.8,0.45,0.739995469,1.175097276,0,0,0,1,0.02,1.167315175,3.16,2.36,44,1.38,5.59,0.493738819,2.665,2.805,0.328947368,3.40119,1.22
K2LiTlF6,3.5058,True,1.45,1.9,0.82,2,6.0,1.5,3.0,0.64,0.45,0.856433679,0.879377432,0,0,0,1,0.74,1.167315175,3.0,2.36,78,1.38,4.83,0.571428571,2.665,2.045,0.657894737,3.40119,1.3
K2LiRhF6,1.7665,True,1.45,1.35,0.82,2,5.0,0.665,3.0,1.3,0.1,1.035437965,0.554474708,0,0,0,1,0.095,0.517509728,3.0,1.7,42,1.38,3.995,0.690863579,2.665,2.045,0.291666667,3.40119,1.63
K2LiMnF6,0.0,False,1.45,1.4,0.82,2,4.0,0.645,3.0,0.57,0.05,1.040647716,0.546692607,0,0,0,1,0.115,0.501945525,3.0,2.43,22,1.38,3.975,0.694339623,2.665,2.045,0.282894737,3.40119,1.265
K2LiInF6,5.2984,True,1.45,1.55,0.82,2,5.0,0.8,3.0,0.8,0.1,1.00159193,0.607003891,0,0,0,1,0.04,0.622568093,3.0,2.2,46,1.38,4.13,0.668280872,2.665,2.045,0.350877193,3.40119,1.38
K2NaTiF6,0.0,False,1.8,1.4,0.82,3,4.0,0.67,11.0,0.61,0.4,0.971026918,0.657587549,0,0,0,1,0.35,0.521400778,3.05,2.44,11,1.38,4.26,0.647887324,2.665,2.305,0.218954248,3.40119,1.235
K2NaRuF6,0.0,False,1.8,1.3,0.82,3,5.0,0.68,11.0,1.27,0.5,0.96875285,0.661478599,0,0,0,1,0.34,0.529182879,3.05,1.78,33,1.38,4.27,0.646370023,2.665,2.305,0.222222222,3.40119,1.565
K2NaIrF6,2.3848,True,1.8,1.35,0.82,3,6.0,0.68,11.0,1.27,0.45,0.96875285,0.661478599,0,0,0,1,0.34,0.529182879,3.05,1.78,66,1.38,4.27,0.646370023,2.665,2.305,0.222222222,3.40119,1.565
K2NaAuF6,0.5742,False,1.8,1.35,0.82,3,6.0,0.85,11.0,1.61,0.45,0.931660962,0.727626459,0,0,0,1,0.17,0.661478599,3.05,1.44,68,1.38,4.44,0.621621622,2.665,2.305,0.277777778,3.40119,1.735
K2LiVF6,0.0,False,1.45,1.35,0.82,2,4.0,0.64,3.0,0.65,0.1,1.041958355,0.544747082,0,0,0,1,0.12,0.498054475,3.0,2.35,20,1.38,3.97,0.695214106,2.665,2.045,0.280701754,3.40119,1.305
K2LiRuF6,0.0,False,1.45,1.3,0.82,2,5.0,0.68,3.0,1.22,0.15,1.031564756,0.560311284,0,0,0,1,0.08,0.529182879,3.0,1.78,41,1.38,4.01,0.688279302,2.665,2.045,0.298245614,3.40119,1.59
K2LiIrF6,2.0832,True,1.45,1.35,0.82,2,6.0,0.68,3.0,1.22,0.1,1.031564756,0.560311284,0,0,0,1,0.08,0.529182879,3.0,1.78,74,1.38,4.01,0.688279302,2.665,2.045,0.298245614,3.40119,1.59
K2LiCrF6,4.1644,False,1.45,1.4,0.82,2,4.0,0.615,3.0,0.68,0.05,1.048561387,0.535019455,0,0,0,1,0.145,0.478599222,3.0,2.32,21,1.38,3.945,0.699619772,2.665,2.045,0.269736842,3.40119,1.32
K2LiAsF6,4.5591,False,1.45,1.15,0.82,2,4.0,0.58,3.0,1.2,0.3,1.057947486,0.521400778,0,0,0,1,0.18,0.451361868,3.0,1.8,30,1.38,3.91,0.705882353,2.665,2.045,0.254385965,3.40119,1.58
K2ScHgF6,0.0,False,1.5,1.6,0.82,6,4.0,0.745,80.0,0.64,0.1,0.936936505,0.717898833,0,0,0,1,0.355,0.579766537,1.98,2.62,59,1.38,4.415,0.625141563,2.665,2.385,0.225757576,3.40119,1.68
K2FeHgF6,0.0,False,1.5,1.4,0.82,6,4.0,0.645,80.0,0.17,0.1,0.958649981,0.678988327,0,0,0,1,0.455,0.501945525,1.98,2.15,54,1.38,4.315,0.6396292,2.665,2.385,0.195454545,3.40119,1.915
K2HgAuF6,0.0,False,1.5,1.35,0.82,6,6.0,0.85,80.0,0.54,0.15,0.915171387,0.758754864,0,0,0,1,0.25,0.661478599,1.98,1.44,1,1.38,4.52,0.610619469,2.665,2.385,0.257575758,3.40119,2.27
K2CrHgF6,0.0,False,1.5,1.4,0.82,6,4.0,0.615,80.0,0.34,0.1,0.96536165,0.667315175,0,0,0,1,0.485,0.478599222,1.98,2.32,56,1.38,4.285,0.644107351,2.665,2.385,0.186363636,3.40119,1.83
K2CrCuF6,0.6826,False,1.35,1.4,0.82,4,4.0,0.615,29.0,0.24,0.05,1.045910157,0.538910506,0,0,0,1,0.155,0.478599222,2.08,2.32,5,1.38,3.955,0.697850822,2.665,2.055,0.266233766,3.40119,1.78
K2GaCuF6,0.2188,False,1.35,1.3,0.82,4,4.0,0.62,29.0,0.09,0.05,1.044589563,0.540856031,0,0,0,1,0.15,0.482490272,2.08,2.17,2,1.38,3.96,0.696969697,2.665,2.055,0.268398268,3.40119,1.855
K2NiAuF6,0.0,False,1.35,1.35,0.82,6,0.85,79.0,0.6,0.63,0.0,1.028998674,0.564202335,0,0,0,1,0.25,1.44,0.46692607,2.135,51,1.38,4.02,0.686567164,2.665,2.07,0.235294118,3.40119,2.225
K2CrAuF6,1.5844,False,1.35,1.4,0.82,6,4.0,0.615,79.0,0.88,0.05,1.0251734,0.570038911,0,0,0,1,0.235,0.478599222,1.44,2.32,55,1.38,4.035,0.68401487,2.665,2.135,0.241176471,3.40119,2.1
K2InAuF6,0.3609,False,1.55,1.35,0.82,6,0.85,79.0,0.8,0.76,0.2,0.980230964,0.642023346,0,0,0,1,0.05,1.44,0.622568093,2.135,30,1.38,4.22,0.654028436,2.665,2.2,0.31372549,3.40119,2.16
K2AlAgF6,3.0675,False,1.6,1.25,0.82,5,3.0,0.535,47.0,0.32,0.35,0.97216796,0.655642023,0,0,0,1,0.615,0.416342412,2.05,2.37,34,1.38,4.255,0.648648649,2.665,2.435,0.155072464,3.40119,1.77
K2AgRhF6,1.4182,False,1.6,1.35,0.82,5,5.0,0.665,47.0,0.35,0.25,0.943346561,0.706225681,0,0,0,1,0.485,0.517509728,2.05,1.7,2,1.38,4.385,0.629418472,2.665,2.435,0.192753623,3.40119,2.105
K2MnHgF6,0.3587,False,1.5,1.4,0.82,6,4.0,0.645,80.0,0.45,0.1,0.958649981,0.678988327,0,0,0,1,0.455,0.501945525,1.98,2.43,55,1.38,4.315,0.6396292,2.665,2.385,0.195454545,3.40119,1.775
K2TlHgF6,0.0,False,1.5,1.9,0.82,6,1.5,81.0,1.1,0.38,0.4,0.800111155,1.011673152,0,0,0,1,0.4,2.36,0.856031128,2.785,1,1.38,5.17,0.53384913,2.665,1.98,0.244444444,3.40119,1.81
K2TiAuF6,0.0,False,1.35,1.4,0.82,6,4.0,0.67,79.0,1.0,0.05,1.01138745,0.591439689,0,0,0,1,0.18,0.521400778,1.44,2.44,57,1.38,4.09,0.674816626,2.665,2.135,0.262745098,3.40119,2.04
K2HgIrF6,0.0,False,1.5,1.35,0.82,6,6.0,0.68,80.0,0.2,0.15,0.950936706,0.692607004,0,0,0,1,0.42,0.529182879,1.98,1.78,3,1.38,4.35,0.634482759,2.665,2.385,0.206060606,3.40119,2.1
K2FeAuF6,1.0919,False,1.35,1.4,0.82,6,4.0,0.645,79.0,0.71,0.05,1.017607545,0.581712062,0,0,0,1,0.205,0.501945525,1.44,2.15,53,1.38,4.065,0.67896679,2.665,2.135,0.252941176,3.40119,2.185
K2SbAuF6,0.6938,False,1.35,1.45,0.82,6,5.0,0.76,79.0,0.49,0.1,0.989611165,0.626459144,0,0,0,1,0.09,0.591439689,1.44,1.93,28,1.38,4.18,0.660287081,2.665,2.135,0.298039216,3.40119,2.295
K2CuAuF6,0.0,False,1.35,1.35,0.82,4,6.0,0.85,29.0,0.64,0.0,0.987249325,0.630350195,0,0,0,1,0.08,0.661478599,2.08,1.44,50,1.38,4.19,0.658711217,2.665,2.055,0.367965368,3.40119,2.22
K2VHgF6,0.0039,True,1.5,1.35,0.82,6,4.0,0.64,80.0,0.37,0.15,0.959762104,0.677042802,0,0,0,1,0.46,0.498054475,1.98,2.35,57,1.38,4.31,0.64037123,2.665,2.385,0.193939394,3.40119,1.815
K2HgMoF6,0.0,False,1.5,1.45,0.82,6,5.0,0.69,80.0,0.16,0.05,0.948755658,0.696498054,0,0,0,1,0.41,0.536964981,1.98,1.82,38,1.38,4.36,0.633027523,2.665,2.385,0.209090909,3.40119,2.08
K2NiHgF6,1.9584,True,1.5,1.35,0.82,6,4.0,0.6,80.0,0.09,0.15,0.96875285,0.661478599,0,0,0,1,0.5,0.46692607,1.98,2.07,52,1.38,4.27,0.646370023,2.665,2.385,0.181818182,3.40119,1.955
K2AlCuF6,1.1155,False,1.35,1.25,0.82,4,3.0,0.535,29.0,0.29,0.1,1.067503141,0.507782101,0,0,0,1,0.235,0.416342412,2.08,2.37,16,1.38,3.875,0.712258065,2.665,2.055,0.231601732,3.40119,1.755
K2TlCuF6,0.0,False,1.35,1.9,0.82,6,1.5,81.0,0.77,0.28,0.55,0.854664188,0.883268482,0,0,0,1,0.73,2.36,0.59922179,2.785,52,1.38,4.84,0.570247934,2.665,2.08,0.171111111,3.40119,1.76
K2ScInF6,3.5404,True,1.55,1.6,0.82,5,4.0,0.745,49.0,0.42,0.05,1.005242933,0.601167315,0,0,0,1,0.055,0.579766537,2.2,2.62,28,1.38,4.115,0.670716889,2.665,2.085,0.310416667,3.40119,1.57
K2InSbF6,2.1143,False,1.55,1.45,0.82,5,0.76,51.0,0.8,0.27,0.1,1.00159193,0.607003891,0,0,0,1,0.04,1.93,0.622568093,2.045,2,1.38,4.13,0.668280872,2.665,2.2,0.350877193,3.40119,1.915
K2LiFeF6,3.9473,True,1.45,1.4,0.82,2,4.0,0.645,3.0,0.85,0.05,1.040647716,0.546692607,0,0,0,1,0.115,0.501945525,3.0,2.15,23,1.38,3.975,0.694339623,2.665,2.045,0.282894737,3.40119,1.405
